Location,Sex,Age,avg_mortality,avg_population,Interval,M_x,a_x,q_x,p_x,l(x),dx,Lx,Tx,e(x)
Burgas,Female,(20-24),1.67,8367.33,5,0.00019958576989314393,0.5,0.000997431166797368,0.9990025688332026,99092.882687825,98.83832960063592,495217.3176151234,5903589.584451595,59.58
Burgas,Female,(25-29),5.67,11298.33,5,0.0005018440778415925,0.5,0.0025060762404082912,0.9974939237595917,98994.04435822436,248.0866225080681,494350.0052348516,5408372.266836472,54.63
Burgas,Female,(30-34),7.33,13955.33,5,0.0005252473427715432,0.5,0.0026227926766475918,0.9973772073233524,98745.95773571629,258.9901747977856,493082.31324158696,4914022.26160162,49.76
Burgas,Female,(35-39),14.33,14689.67,5,0.000975515447249666,0.5,0.004865710796139621,0.9951342892038604,98486.9675609185,479.2091013402096,491236.815051242,4420939.948360033,44.89
Burgas,Female,(40-44),28.33,16442.67,5,0.0017229561865560765,0.5,0.008577832857308523,0.9914221671426915,98007.7584595783,840.6941707857331,487937.0568709272,3929703.1333087916,40.1
Burgas,Female,(45-49),42.67,15479.0,5,0.0027566380257122553,0.5,0.013688852102972762,0.9863111478970272,97167.06428879256,1330.1055723293248,482510.05751313944,3441766.0764378645,35.42
Burgas,Female,(50-54),51.33,13658.67,5,0.0037580525775935724,0.5,0.018615369048875407,0.9813846309511246,95836.95871646324,1784.0403550288029,474724.69269474415,2959256.0189247252,30.88
Burgas,Female,(55-59),90.33,14470.33,5,0.006242428472605669,0.5,0.030732528338194582,0.9692674716618054,94052.91836143444,2890.4839788326935,463038.3818600904,2484531.326229981,26.42
Burgas,Female,(60-64),141.67,15222.33,5,0.00930672242685581,0.5,0.04547554152873189,0.9545244584712681,91162.43438260174,4145.661070626302,445448.0192364429,2021492.9443698905,22.17
Burgas,Female,(65-69),212.67,15148.33,5,0.014039171314593753,0.5,0.06781566715061635,0.9321843328493836,87016.77331197544,5901.10053544557,420331.1152212633,1576044.9251334476,18.11
Burgas,Female,(70-74),279.67,12443.0,5,0.022476090974845295,0.5,0.10640171813265308,0.8935982818673469,81115.67277652987,8630.846950908846,384001.24650537723,1155713.8099121843,14.25
Burgas,Female,(75-79),376.67,8850.0,5,0.04256158192090396,0.5,0.192341963964286,0.807658036035714,72484.82582562102,13941.873756909146,327569.4447358323,771712.563406807,10.65
Burgas,Female,(80-84),534.0,6606.0,5,0.08083560399636694,0.5,0.3362296939931998,0.6637703060068002,58542.95206871188,19683.87885952156,243505.0631947555,444143.11867097474,7.59
Burgas,Female,(85-89),507.0,3325.67,5,0.1524504836619388,0.5,0.5519064175721778,0.44809358242782216,38859.07320919032,21446.57188505922,140678.93633330354,200638.05547621925,5.16
Burgas,Female,(90+),336.0,1157.0,9,0.2904062229904927,0.5,1.0,0.0,17412.5013241311,17412.5013241311,59959.11914291571,59959.11914291571,3.44
Burgas,Male,(0-4),16.33,10224.0,5,0.001597222222222222,0.5,0.00795434895383019,0.9920456510461698,100000.0,795.4348953830195,498011.4127615425,7175465.317794861,71.75
Burgas,Male,(5-9),4.33,11194.67,5,0.0003867912140331068,0.5,0.0019320877837168283,0.9980679122162832,99204.56510461698,191.67192832755973,495543.645702266,6677453.905033319,67.31
Burgas,Male,(10-14),3.0,11355.33,5,0.00026419311459904734,0.5,0.0013200936738470964,0.9986799063261529,99012.89317628942,130.70629391132388,494737.7001466688,6181910.259331053,62.44
Burgas,Male,(15-19),5.33,9746.67,5,0.000546853438148619,0.5,0.0027305341857244802,0.9972694658142756,98882.1868823781,270.0011916415242,493735.9314327867,5687172.5591843845,57.51
Burgas,Male,(20-24),8.33,8713.0,5,0.0009560426948238265,0.5,0.004768815496074171,0.9952311845039258,98612.18569073657,470.2633192237263,491885.27015562356,5193436.627751598,52.67
Burgas,Male,(25-29),13.33,11432.33,5,0.00116599153453408,0.5,0.005813012863198832,0.9941869871368012,98141.92237151285,570.5002571646619,489283.36121465254,4701551.357595975,47.91
Burgas,Male,(30-34),15.67,14263.67,5,0.0010985952423184216,0.5,0.005477931138874818,0.9945220688611252,97571.42211434818,534.4895314644964,486520.8867430797,4212267.996381322,43.17
Burgas,Male,(35-39),25.33,15781.0,5,0.0016050947341740066,0.5,0.007993398267202925,0.9920066017327971,97036.93258288369,775.6548487627151,483245.52579251165,3725747.1096382425,38.4
Burgas,Male,(40-44),55.33,17334.33,5,0.0031919318485340935,0.5,0.01583331210969369,0.9841666878903063,96261.27773412097,1524.1348544422508,477496.0515344993,3242501.583845731,33.68
Burgas,Male,(45-49),86.0,16074.33,5,0.00535014523155864,0.5,0.026397648030950318,0.9736023519690497,94737.14287967872,2500.8377531956066,467433.6200154046,2765005.5323112314,29.19
Burgas,Male,(50-54),132.67,13527.67,5,0.009807306062315238,0.5,0.04786301228521261,0.9521369877147874,92236.30512648312,4414.707405411478,450144.7571188869,2297571.9122958267,24.91
Burgas,Male,(55-59),206.0,13460.0,5,0.015304606240713224,0.5,0.0737030411449016,0.9262969588550984,87821.59772107164,6472.718830247133,422926.19152974035,1847427.1551769397,21.04
Burgas,Male,(60-64),300.33,13035.67,5,0.023039091968422028,0.5,0.10892181080107742,0.8910781891989226,81348.8788908245,8860.667195426155,384592.7264655571,1424500.9636471993,17.51
Burgas,Male,(65-69),400.33,12087.67,5,0.033118872371598496,0.5,0.15293202159606586,0.8470679784039341,72488.21169539835,11085.768756460857,334726.63658583956,1039908.2371816421,14.35
Burgas,Male,(70-74),422.33,8937.0,5,0.047256350005594715,0.5,0.21131661967461654,0.7886833803253834,61402.44293893749,12975.3566816198,274573.822990638,705181.6005958025,11.48
Burgas,Male,(75-79),388.0,5540.33,5,0.07003192950600416,0.5,0.2979879668158143,0.7020120331841857,48427.08625731769,14430.68897263216,206058.70885500807,430607.7776051646,8.89
Burgas,Male,(80-84),401.0,3613.67,5,0.11096752055389673,0.5,0.43434275600768607,0.565657243992314,33996.39728468553,14766.088890962528,133066.76419602134,224549.06875015656,6.61
Burgas,Male,(85-89),310.0,1787.33,5,0.1734430687114299,0.5,0.604918179937791,0.39508182006220904,19230.308393723004,11632.763153173344,67069.63408568167,91482.30455413523,4.76
Burgas,Male,(90+),167.33,537.67,9,0.3112131976863132,0.5,1.0,0.0,7597.54524054966,7597.54524054966,24412.670468453565,24412.670468453565,3.21
Burgas,Total,(0-4),27.33,20064.0,5,0.0013621411483253588,0.5,0.006787591597095716,0.9932124084029043,100000.0,678.7591597095743,498303.1021007261,7530111.002203291,75.3
Burgas,Total,(5-9),5.67,21842.0,5,0.00025959161248969876,0.5,0.0012971162611939188,0.9987028837388061,99321.24084029043,128.83119657589123,496284.1262100124,7031807.900102565,70.8
Burgas,Total,(10-14),4.67,22058.67,5,0.00021170814015532215,0.5,0.0010579807429380917,0.9989420192570619,99192.40964371453,104.94365924867452,495699.68907045096,6535523.773892553,65.89
Burgas,Total,(15-19),9.33,19187.67,5,0.0004862497635200106,0.5,0.0024282969205915677,0.9975717030794085,99087.46598446586,240.61378851930203,494835.795451031,6039824.0848221015,60.95
Burgas,Total,(20-24),10.0,17080.33,5,0.0005854687819263444,0.5,0.0029230655006363513,0.9970769344993636,98846.85219594656,288.93582350047654,493511.9214209816,5544988.28937107,56.1
Burgas,Total,(25-29),19.0,22730.67,5,0.0008358750533970183,0.5,0.004170659890588225,0.9958293401094118,98557.91637244608,411.05154871450213,491761.95299044414,5051476.367950089,51.25
Burgas,Total,(30-34),23.0,28219.0,5,0.0008150536872320068,0.5,0.0040669814156631835,0.9959330185843368,98146.86482373158,399.1614752437308,489736.4204305486,4559714.414959645,46.46
Burgas,Total,(35-39),39.67,30470.67,5,0.0013019077033750819,0.5,0.006488420206252273,0.9935115797937477,97747.70334848785,634.2281735210854,487152.9463086365,4069977.9945290964,41.64
Burgas,Total,(40-44),83.67,33777.0,5,0.002477129407585043,0.5,0.012309416990879382,0.9876905830091206,97113.47517496676,1195.410261362078,482578.85022142855,3582825.04822046,36.89
Burgas,Total,(45-49),128.67,31553.33,5,0.0040778580263953115,0.5,0.02018352624572137,0.9798164737542786,95918.06491360468,1935.9647806225548,474750.4126164671,3100246.1979990313,32.32
Burgas,Total,(50-54),184.0,27186.33,5,0.0067681073539532545,0.5,0.033277472995511516,0.9667225270044885,93982.10013298213,3127.48679923678,462091.78366681864,2625495.785382564,27.94
Burgas,Total,(55-59),296.33,27930.33,5,0.01060961327703611,0.5,0.05167737400184959,0.9483226259981504,90854.61333374535,4695.127833041392,442535.2470861233,2163404.0017157453,23.81
Burgas,Total,(60-64),442.0,28258.0,5,0.015641588222804162,0.5,0.07526478902019548,0.9247352109798045,86159.48550070396,6484.775498299074,414585.48875777214,1720868.754629622,19.97
Burgas,Total,(65-69),613.0,27236.0,5,0.02250697606109561,0.5,0.10654013938856736,0.8934598606114327,79674.71000240489,8488.55470939989,377152.1632385247,1306283.2658718498,16.4
Burgas,Total,(70-74),702.0,21380.0,5,0.03283442469597755,0.5,0.15171817592392478,0.8482818240760752,71186.155293005,10800.233632091964,328930.19238479505,929131.1026333252,13.05
Burgas,Total,(75-79),764.67,14390.33,5,0.0531377668198019,0.5,0.23453250075680873,0.7654674992431912,60385.92166091303,14162.46121763868,266523.4552604685,600200.9102485301,9.94
Burgas,Total,(80-84),935.0,10219.67,5,0.09149023402908313,0.5,0.3722972612459654,0.6277027387540346,46223.46044327435,17208.86772834226,188095.13289551612,333677.45498806157,7.22
Burgas,Total,(85-89),817.0,5113.0,5,0.1597887737140622,0.5,0.5708895255397946,0.42911047446020545,29014.592714932092,16564.12706875796,103662.64590276554,145582.32209254545,5.02
Burgas,Total,(90+),503.33,1694.67,9,0.29700767701086345,0.5,1.0,0.0,12450.46564617413,12450.46564617413,41919.6761897799,41919.6761897799,3.37
Dobrich,Female,(0-4),6.33,3530.67,5,0.0017928608451087188,0.5,0.008924304136901363,0.9910756958630986,100000.0,892.4304136901337,497768.92396577465,7728215.559090996,77.28
Dobrich,Female,(5-9),0.33,4106.0,5,8.037018996590355e-05,0.5,0.0004017702239564627,0.9995982297760435,99107.56958630987,39.818470428479486,495438.30175547814,7230446.635125222,72.96
Dobrich,Female,(10-14),0.0,4315.0,5,0.0,0.5,0.0,1.0,99067.75111588139,0.0,495338.7555794069,6735008.333369743,67.98
Dobrich,Female,(15-19),0.67,4044.33,5,0.00016566402840519938,0.5,0.000827977226918899,0.9991720227730811,99067.75111588139,82.02584184601437,495133.6909747919,6239669.577790336,62.98
Dobrich,Female,(20-24),1.0,3619.67,5,0.00027626827859998285,0.5,0.0013803879994588877,0.9986196120005411,98985.72527403537,136.63870728602342,494587.02960196184,5744535.886815544,58.03
Dobrich,Female,(25-29),1.67,4414.67,5,0.0003782842205646175,0.5,0.0018896340559580616,0.9981103659440419,98849.08656674935,186.7886003768799,493778.4613328046,5249948.857213583,53.11
Dobrich,Female,(30-34),3.33,5030.33,5,0.0006619844026137451,0.5,0.0033044532717560545,0.9966955467282439,98662.29796637247,326.02495331395767,492496.4274485775,4756170.395880778,48.21
Dobrich,Female,(35-39),9.33,5268.33,5,0.0017709596779245035,0.5,0.008815767467833788,0.9911842325321663,98336.27301305851,866.9097165365383,489514.09077395115,4263673.968432201,43.36
Dobrich,Female,(40-44),15.0,6341.67,5,0.002365307560942149,0.5,0.0117570154110958,0.9882429845889042,97469.36329652197,1145.948806386892,484481.94446664257,3774159.87765825,38.72
Dobrich,Female,(45-49),19.0,6694.67,5,0.002838078650628037,0.5,0.014090418960067755,0.9859095810399322,96323.41449013508,1357.237265830263,478223.9792860998,3289677.9331916072,34.15
Dobrich,Female,(50-54),34.0,6118.0,5,0.005557371690094802,0.5,0.02740609382556827,0.9725939061744318,94966.17722430482,2602.6519632648415,468324.256213362,2811453.9539055075,29.6
Dobrich,Female,(55-59),49.0,6546.67,5,0.007484721239958635,0.5,0.03673620555481417,0.9632637944451858,92363.52526103998,3393.085449756836,453334.91268080776,2343129.6976921456,25.37
Dobrich,Female,(60-64),70.33,6684.67,5,0.010521087802389646,0.5,0.05125723435408086,0.9487427656459191,88970.43981128314,4560.378683992589,433451.25234643416,1889794.7850113376,21.24
Dobrich,Female,(65-69),109.0,7203.67,5,0.015131176192135398,0.5,0.07289828882970825,0.9271017111702917,84410.06112729055,6153.349016190565,406666.93309597636,1456343.5326649034,17.25
Dobrich,Female,(70-74),171.33,6266.67,5,0.02733987907453241,0.5,0.12795379234786586,0.8720462076521341,78256.71211109999,10013.24309129041,366250.4528272739,1049676.5995689272,13.41
Dobrich,Female,(75-79),217.33,4528.67,5,0.04798980716192613,0.5,0.2142450850207857,0.7857549149792142,68243.46901980958,14620.827822262465,304665.2755433917,683426.1467416533,10.01
Dobrich,Female,(80-84),274.0,2785.33,5,0.09837254472540058,0.5,0.39477513665847336,0.6052248633415267,53622.64119754711,21168.885506749943,215190.99222086073,378760.8711982616,7.06
Dobrich,Female,(85-89),230.67,1418.33,5,0.16263492981182096,0.5,0.5781188518324516,0.4218811481675484,32453.75569079717,18762.127977614553,115363.45850994947,163569.87897740092,5.04
Dobrich,Female,(90+),136.33,480.0,9,0.28402083333333333,0.5,1.0,0.0,13691.627713182617,13691.627713182617,48206.42046745145,48206.42046745145,3.52
Dobrich,Male,(0-4),7.67,3708.67,5,0.0020681268487085665,0.5,0.010287444891083186,0.9897125551089168,100000.0,1028.7444891083287,497428.1387772292,6959640.051728803,69.6
Dobrich,Male,(5-9),1.33,4366.0,5,0.00030462666055886396,0.5,0.0015219742179856158,0.9984780257820144,98971.25551089167,150.63169920924702,494479.69830643525,6462211.912951574,65.29
Dobrich,Male,(10-14),0.33,4600.0,5,7.173913043478262e-05,0.5,0.00035863133242407616,0.9996413686675759,98820.62381168242,35.44017198856454,494014.5186284407,5967732.214645138,60.39
Dobrich,Male,(15-19),4.33,4254.33,5,0.001017786584491565,0.5,0.005076017167019722,0.9949239828329802,98785.18363969386,501.4352880022925,492672.32997846353,5473717.696016697,55.41
Dobrich,Male,(20-24),4.67,3762.0,5,0.0012413609782030834,0.5,0.006187602270995779,0.9938123977290042,98283.74835169157,608.1407445029035,489898.3898972005,4981045.366038234,50.68
Dobrich,Male,(25-29),6.0,4920.67,5,0.0012193461459516692,0.5,0.006078202148847066,0.993921797851153,97675.60760718866,593.6920880479593,486893.80781582335,4491146.976141034,45.98
Dobrich,Male,(30-34),10.33,5657.33,5,0.0018259496971186054,0.5,0.00908826171378398,0.990911738286216,97081.9155191407,882.3058559134224,483203.81295592,4004253.16832521,41.25
Dobrich,Male,(35-39),15.67,5723.33,5,0.0027379165625606074,0.5,0.013596517486752724,0.9864034825132473,96199.60966322728,1307.9796750048554,477728.0991286243,3521049.35536929,36.6
Dobrich,Male,(40-44),21.67,6656.33,5,0.0032555477267503267,0.5,0.01614632579813293,0.9838536742018671,94891.62998822243,1532.1511733057123,470627.7720078478,3043321.2562406654,32.07
Dobrich,Male,(45-49),49.33,6953.0,5,0.007094779231986193,0.5,0.03485566307369998,0.9651443369263,93359.47881491671,3254.1065383089735,458662.1277288112,2572693.484232818,27.56
Dobrich,Male,(50-54),69.33,6339.33,5,0.010936486978907865,0.5,0.0532271400834222,0.9467728599165778,90105.37227660774,4796.051272435914,438536.7332019489,2114031.356504007,23.46
Dobrich,Male,(55-59),117.0,6256.33,5,0.018701059566870674,0.5,0.08932893356523226,0.9106710664347677,85309.32100417183,7620.59066847674,407495.1283496673,1675494.6233020579,19.64
Dobrich,Male,(60-64),166.33,5822.67,5,0.0285659328108926,0.5,0.13330939593603908,0.8666906040639609,77688.73033569509,10356.637712089345,362552.0573982521,1267999.4949523904,16.32
Dobrich,Male,(65-69),240.33,5640.67,5,0.042606640700484165,0.5,0.1925259893663297,0.8074740106336703,67332.09262360574,12963.177748465045,304252.51874686615,905447.4375541385,13.45
Dobrich,Male,(70-74),222.33,4386.0,5,0.05069083447332422,0.5,0.2249472613862288,0.7750527386137712,54368.9148751407,12230.138505703893,241269.22811144375,601194.9188072723,11.06
