Region,Location,Sex,2015,2016,2017,2018,2019,2020,2021,Mean/Expected_Mortality,STANDARD_DEVIATION,Z-Score(95%),Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,Excess_mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Добрич,Крушари,Male,63.0,41.0,44.0,57.0,52.0,35.0,65.0,51.4,8.1,1.96,7.1,44.3,58.5,-16.4,-31.9,8.3,51.4 (±7.1),-16.4 (±7.1),-31.9% (±8.3%)
Добрич,Крушари,Total,101.0,76.0,80.0,100.0,85.0,73.0,102.0,88.4,10.3,1.96,9.0,79.4,97.4,-15.4,-17.4,7.7,88.4 (±9.0),-15.4 (±9.0),-17.4% (±7.7%)
Добрич,Тервел,Female,103.0,106.0,113.0,86.0,106.0,121.0,140.0,102.8,9.0,1.96,7.9,94.89999999999999,110.7,18.2,17.7,8.4,102.8 (±7.9),18.2 (±7.9),17.7% (±8.4%)
Добрич,Тервел,Male,133.0,141.0,142.0,136.0,127.0,154.0,161.0,135.8,5.5,1.96,4.8,131.0,140.60000000000002,18.2,13.4,3.9,135.8 (±4.8),18.2 (±4.8),13.4% (±3.9%)
Добрич,Тервел,Total,236.0,247.0,255.0,222.0,233.0,275.0,301.0,238.6,11.4,1.96,10.0,228.6,248.6,36.4,15.3,4.7,238.6 (±10.0),36.4 (±10.0),15.3% (±4.7%)
Добрич,Шабла,Female,52.0,50.0,55.0,51.0,57.0,45.0,68.0,53.0,2.6,1.96,2.3,50.7,55.3,-8.0,-15.1,3.5,53.0 (±2.3),-8.0 (±2.3),-15.1% (±3.5%)
Добрич,Шабла,Male,57.0,44.0,62.0,63.0,44.0,48.0,79.0,54.0,8.4,1.96,7.4,46.6,61.4,-6.0,-11.1,10.7,54.0 (±7.4),-6.0 (±7.4),-11.1% (±10.7%)
Добрич,Шабла,Total,109.0,94.0,117.0,114.0,101.0,93.0,147.0,107.0,8.5,1.96,7.5,99.5,114.5,-14.0,-13.1,5.7,107.0 (±7.5),-14.0 (±7.5),-13.1% (±5.7%)
Кърджали,Ардино,Female,81.0,83.0,89.0,78.0,89.0,100.0,123.0,84.0,4.4,1.96,3.9,80.1,87.9,16.0,19.0,5.2,84.0 (±3.9),16.0 (±3.9),19.0% (±5.2%)
Кърджали,Ардино,Male,87.0,94.0,88.0,115.0,92.0,117.0,135.0,95.2,10.2,1.96,8.9,86.3,104.10000000000001,21.8,22.9,10.5,95.2 (±8.9),21.8 (±8.9),22.9% (±10.5%)
Кърджали,Ардино,Total,168.0,177.0,177.0,193.0,181.0,217.0,258.0,179.2,8.1,1.96,7.1,172.1,186.29999999999998,37.8,21.1,4.6,179.2 (±7.1),37.8 (±7.1),21.1% (±4.6%)
Кърджали,Джебел,Female,44.0,35.0,37.0,34.0,44.0,53.0,59.0,38.8,4.4,1.96,3.9,34.9,42.699999999999996,14.2,36.6,12.5,38.8 (±3.9),14.2 (±3.9),36.6% (±12.5%)
Кърджали,Джебел,Male,58.0,58.0,54.0,59.0,46.0,60.0,74.0,55.0,4.8,1.96,4.2,50.8,59.2,5.0,9.1,7.7,55.0 (±4.2),5.0 (±4.2),9.1% (±7.7%)
Кърджали,Джебел,Total,102.0,93.0,91.0,93.0,90.0,113.0,133.0,93.8,4.3,1.96,3.8,90.0,97.6,19.2,20.5,4.7,93.8 (±3.8),19.2 (±3.8),20.5% (±4.7%)
Кърджали,Кирково,Female,136.0,155.0,153.0,141.0,150.0,171.0,222.0,147.0,7.3,1.96,6.4,140.6,153.4,24.0,16.3,4.8,147.0 (±6.4),24.0 (±6.4),16.3% (±4.8%)
Кърджали,Кирково,Male,164.0,162.0,164.0,162.0,183.0,202.0,248.0,167.0,8.0,1.96,7.0,160.0,174.0,35.0,21.0,4.9,167.0 (±7.0),35.0 (±7.0),21.0% (±4.9%)
Кърджали,Кирково,Total,300.0,317.0,317.0,303.0,333.0,373.0,470.0,314.0,11.8,1.96,10.3,303.7,324.3,59.0,18.8,3.8,314.0 (±10.3),59.0 (±10.3),18.8% (±3.8%)
Кърджали,Крумовград,Female,122.0,105.0,118.0,110.0,99.0,121.0,178.0,110.8,8.4,1.96,7.4,103.39999999999999,118.2,10.2,9.2,6.8,110.8 (±7.4),10.2 (±7.4),9.2% (±6.8%)
Кърджали,Крумовград,Male,145.0,127.0,138.0,122.0,133.0,139.0,198.0,133.0,8.1,1.96,7.1,125.9,140.1,6.0,4.5,5.3,133.0 (±7.1),6.0 (±7.1),4.5% (±5.3%)
Кърджали,Крумовград,Total,267.0,232.0,256.0,232.0,232.0,260.0,376.0,243.8,14.9,1.96,13.1,230.70000000000002,256.90000000000003,16.2,6.6,5.4,243.8 (±13.1),16.2 (±13.1),6.6% (±5.4%)
Кърджали,Кърджали,Female,362.0,361.0,400.0,376.0,391.0,432.0,564.0,378.0,15.5,1.96,13.6,364.4,391.6,54.0,14.3,4.0,378.0 (±13.6),54.0 (±13.6),14.3% (±4.0%)
Кърджали,Кърджали,Male,403.0,436.0,407.0,411.0,419.0,522.0,588.0,415.2,11.7,1.96,10.3,404.9,425.5,106.8,25.7,3.0,415.2 (±10.3),106.8 (±10.3),25.7% (±3.0%)
Кърджали,Кърджали,Total,765.0,797.0,807.0,787.0,810.0,954.0,1152.0,793.2,16.3,1.96,14.3,778.9000000000001,807.5,160.8,20.3,2.2,793.2 (±14.3),160.8 (±14.3),20.3% (±2.2%)
Кърджали,Момчилград,Female,98.0,68.0,83.0,88.0,83.0,104.0,107.0,84.0,9.7,1.96,8.5,75.5,92.5,20.0,23.8,11.4,84.0 (±8.5),20.0 (±8.5),23.8% (±11.4%)
Кърджали,Момчилград,Male,92.0,88.0,104.0,116.0,112.0,123.0,140.0,102.4,10.9,1.96,9.6,92.80000000000001,112.0,20.6,20.1,10.3,102.4 (±9.6),20.6 (±9.6),20.1% (±10.3%)
Кърджали,Момчилград,Total,190.0,156.0,187.0,204.0,195.0,227.0,247.0,186.4,16.3,1.96,14.3,172.1,200.70000000000002,40.6,21.8,8.7,186.4 (±14.3),40.6 (±14.3),21.8% (±8.7%)
Кърджали,Черноочене,Female,64.0,54.0,68.0,60.0,59.0,63.0,87.0,61.0,4.7,1.96,4.1,56.9,65.1,2.0,3.3,6.5,61.0 (±4.1),2.0 (±4.1),3.3% (±6.5%)
Кърджали,Черноочене,Male,53.0,76.0,56.0,69.0,62.0,83.0,94.0,63.2,8.4,1.96,7.4,55.800000000000004,70.60000000000001,19.8,31.3,13.7,63.2 (±7.4),19.8 (±7.4),31.3% (±13.7%)
Кърджали,Черноочене,Total,117.0,130.0,124.0,129.0,121.0,146.0,181.0,124.2,4.9,1.96,4.3,119.9,128.5,21.8,17.6,4.0,124.2 (±4.3),21.8 (±4.3),17.6% (±4.0%)
Кюстендил,Бобов дол,Female,72.0,72.0,84.0,68.0,68.0,101.0,113.0,72.8,5.9,1.96,5.2,67.6,78.0,28.2,38.7,9.2,72.8 (±5.2),28.2 (±5.2),38.7% (±9.2%)
Кюстендил,Бобов дол,Male,98.0,99.0,105.0,93.0,106.0,111.0,129.0,100.2,4.8,1.96,4.2,96.0,104.4,10.8,10.8,4.5,100.2 (±4.2),10.8 (±4.2),10.8% (±4.5%)
Кюстендил,Бобов дол,Total,170.0,171.0,189.0,161.0,174.0,212.0,242.0,173.0,9.1,1.96,8.0,165.0,181.0,39.0,22.5,5.4,173.0 (±8.0),39.0 (±8.0),22.5% (±5.4%)
Кюстендил,Бобошево,Female,34.0,37.0,50.0,40.0,33.0,43.0,58.0,38.8,6.1,1.96,5.3,33.5,44.099999999999994,4.2,10.8,13.3,38.8 (±5.3),4.2 (±5.3),10.8% (±13.3%)
Кюстендил,Бобошево,Male,46.0,40.0,52.0,27.0,44.0,56.0,40.0,41.8,8.4,1.96,7.4,34.4,49.199999999999996,14.2,34.0,20.2,41.8 (±7.4),14.2 (±7.4),34.0% (±20.2%)
Кюстендил,Бобошево,Total,80.0,77.0,102.0,67.0,77.0,99.0,98.0,80.6,11.6,1.96,10.2,70.39999999999999,90.8,18.4,22.8,13.8,80.6 (±10.2),18.4 (±10.2),22.8% (±13.8%)
Кюстендил,Дупница,Female,352.0,346.0,330.0,340.0,316.0,402.0,467.0,336.8,12.7,1.96,11.1,325.7,347.90000000000003,65.2,19.4,3.8,336.8 (±11.1),65.2 (±11.1),19.4% (±3.8%)
Кюстендил,Дупница,Male,394.0,389.0,365.0,400.0,388.0,455.0,506.0,387.2,11.9,1.96,10.4,376.8,397.59999999999997,67.8,17.5,3.1,387.2 (±10.4),67.8 (±10.4),17.5% (±3.1%)
Кюстендил,Дупница,Total,746.0,735.0,695.0,740.0,704.0,857.0,973.0,724.0,20.5,1.96,18.0,706.0,742.0,133.0,18.4,2.9,724.0 (±18.0),133.0 (±18.0),18.4% (±2.9%)
Кюстендил,Кочериново,Female,66.0,57.0,78.0,73.0,54.0,68.0,82.0,65.6,9.1,1.96,8.0,57.599999999999994,73.6,2.4,3.7,11.3,65.6 (±8.0),2.4 (±8.0),3.7% (±11.3%)
Кюстендил,Кочериново,Male,68.0,69.0,69.0,70.0,75.0,77.0,78.0,70.2,2.5,1.96,2.2,68.0,72.4,6.8,9.7,3.3,70.2 (±2.2),6.8 (±2.2),9.7% (±3.3%)
Кюстендил,Кочериново,Total,134.0,126.0,147.0,143.0,129.0,145.0,160.0,135.8,8.0,1.96,7.0,128.8,142.8,9.2,6.8,5.3,135.8 (±7.0),9.2 (±7.0),6.8% (±5.3%)
Кюстендил,Кюстендил,Female,506.0,477.0,509.0,480.0,475.0,560.0,660.0,489.4,14.9,1.96,13.1,476.29999999999995,502.5,70.6,14.4,3.0,489.4 (±13.1),70.6 (±13.1),14.4% (±3.0%)
Кюстендил,Кюстендил,Male,483.0,549.0,553.0,507.0,529.0,580.0,732.0,524.2,26.3,1.96,23.1,501.1,547.3000000000001,55.8,10.6,4.6,524.2 (±23.1),55.8 (±23.1),10.6% (±4.6%)
Кюстендил,Кюстендил,Total,989.0,1026.0,1062.0,987.0,1004.0,1140.0,1392.0,1013.6,27.9,1.96,24.5,989.1,1038.1,126.4,12.5,2.7,1013.6 (±24.5),126.4 (±24.5),12.5% (±2.7%)
Кюстендил,Невестино,Female,58.0,59.0,51.0,55.0,35.0,38.0,48.0,51.6,8.8,1.96,7.7,43.9,59.300000000000004,-13.6,-26.4,9.5,51.6 (±7.7),-13.6 (±7.7),-26.4% (±9.5%)
Кюстендил,Невестино,Male,46.0,47.0,45.0,56.0,55.0,54.0,62.0,49.8,4.7,1.96,4.1,45.699999999999996,53.9,4.2,8.4,8.2,49.8 (±4.1),4.2 (±4.1),8.4% (±8.2%)
Кюстендил,Невестино,Total,104.0,106.0,96.0,111.0,90.0,92.0,110.0,101.4,7.5,1.96,6.6,94.80000000000001,108.0,-9.4,-9.3,5.5,101.4 (±6.6),-9.4 (±6.6),-9.3% (±5.5%)
Кюстендил,Рила,Female,32.0,34.0,38.0,36.0,44.0,34.0,49.0,36.8,4.1,1.96,3.6,33.199999999999996,40.4,-2.8,-7.6,8.2,36.8 (±3.6),-2.8 (±3.6),-7.6% (±8.2%)
Кюстендил,Рила,Male,38.0,42.0,43.0,21.0,37.0,36.0,47.0,36.2,7.9,1.96,6.9,29.300000000000004,43.1,-0.2,-0.6,15.9,36.2 (±6.9),-0.2 (±6.9),-0.6% (±15.9%)
Кюстендил,Рила,Total,70.0,76.0,81.0,57.0,81.0,70.0,96.0,73.0,9.0,1.96,7.9,65.1,80.9,-3.0,-4.1,9.4,73.0 (±7.9),-3.0 (±7.9),-4.1% (±9.4%)
Кюстендил,Сапарева баня,Female,57.0,62.0,52.0,62.0,55.0,62.0,97.0,57.6,3.9,1.96,3.4,54.2,61.0,4.4,7.6,6.0,57.6 (±3.4),4.4 (±3.4),7.6% (±6.0%)
Кюстендил,Сапарева баня,Male,85.0,64.0,83.0,77.0,83.0,109.0,88.0,78.4,7.7,1.96,6.7,71.7,85.10000000000001,30.6,39.0,10.9,78.4 (±6.7),30.6 (±6.7),39.0% (±10.9%)
Кюстендил,Сапарева баня,Total,142.0,126.0,135.0,139.0,138.0,171.0,185.0,136.0,5.5,1.96,4.8,131.2,140.8,35.0,25.7,4.3,136.0 (±4.8),35.0 (±4.8),25.7% (±4.3%)
Кюстендил,Трекляно,Female,17.0,20.0,10.0,17.0,21.0,8.0,16.0,17.0,3.8,1.96,3.3,13.7,20.3,-9.0,-52.9,7.7,17.0 (±3.3),-9.0 (±3.3),-52.9% (±7.7%)
Кюстендил,Трекляно,Male,21.0,22.0,16.0,14.0,18.0,13.0,23.0,18.2,3.0,1.96,2.6,15.6,20.8,-5.2,-28.6,8.9,18.2 (±2.6),-5.2 (±2.6),-28.6% (±8.9%)
Кюстендил,Трекляно,Total,38.0,42.0,26.0,31.0,39.0,21.0,39.0,35.2,5.8,1.96,5.1,30.1,40.300000000000004,-14.2,-40.3,7.6,35.2 (±5.1),-14.2 (±5.1),-40.3% (±7.6%)
Ловеч,Априлци,Female,43.0,40.0,51.0,30.0,44.0,44.0,48.0,41.6,6.8,1.96,6.0,35.6,47.6,2.4,5.8,13.4,41.6 (±6.0),2.4 (±6.0),5.8% (±13.4%)
Ловеч,Априлци,Male,49.0,56.0,34.0,39.0,37.0,42.0,49.0,43.0,8.2,1.96,7.2,35.8,50.2,-1.0,-2.3,14.0,43.0 (±7.2),-1.0 (±7.2),-2.3% (±14.0%)
Ловеч,Априлци,Total,92.0,96.0,85.0,69.0,81.0,86.0,97.0,84.6,9.4,1.96,8.2,76.39999999999999,92.8,1.4,1.7,9.0,84.6 (±8.2),1.4 (±8.2),1.7% (±9.0%)
Ловеч,Летница,Female,27.0,45.0,48.0,41.0,37.0,40.0,53.0,39.6,7.3,1.96,6.4,33.2,46.0,0.4,1.0,14.0,39.6 (±6.4),0.4 (±6.4),1.0% (±14.0%)
Ловеч,Летница,Male,33.0,49.0,38.0,38.0,53.0,55.0,50.0,42.2,7.5,1.96,6.6,35.6,48.800000000000004,12.8,30.3,17.6,42.2 (±6.6),12.8 (±6.6),30.3% (±17.6%)
Ловеч,Летница,Total,60.0,94.0,86.0,79.0,90.0,95.0,103.0,81.8,12.0,1.96,10.5,71.3,92.3,13.2,16.1,13.2,81.8 (±10.5),13.2 (±10.5),16.1% (±13.2%)
Ловеч,Ловеч,Female,410.0,431.0,393.0,400.0,419.0,473.0,515.0,410.6,13.5,1.96,11.8,398.8,422.40000000000003,62.4,15.2,3.2,410.6 (±11.8),62.4 (±11.8),15.2% (±3.2%)
Ловеч,Ловеч,Male,447.0,448.0,512.0,468.0,488.0,524.0,617.0,472.6,24.8,1.96,21.7,450.90000000000003,494.3,51.4,10.9,4.9,472.6 (±21.7),51.4 (±21.7),10.9% (±4.9%)
Ловеч,Ловеч,Total,857.0,879.0,905.0,868.0,907.0,997.0,1132.0,883.2,19.9,1.96,17.4,865.8000000000001,900.6,113.8,12.9,2.2,883.2 (±17.4),113.8 (±17.4),12.9% (±2.2%)
Ловеч,Луковит,Female,166.0,156.0,166.0,138.0,148.0,160.0,190.0,154.8,10.8,1.96,9.5,145.3,164.3,5.2,3.4,6.0,154.8 (±9.5),5.2 (±9.5),3.4% (±6.0%)
Ловеч,Луковит,Male,156.0,163.0,191.0,161.0,178.0,187.0,210.0,169.8,12.9,1.96,11.3,158.5,181.10000000000002,17.2,10.1,6.8,169.8 (±11.3),17.2 (±11.3),10.1% (±6.8%)
Ловеч,Луковит,Total,322.0,319.0,357.0,299.0,326.0,347.0,400.0,324.6,18.7,1.96,16.4,308.20000000000005,341.0,22.4,6.9,5.1,324.6 (±16.4),22.4 (±16.4),6.9% (±5.1%)
Ловеч,Тетевен,Female,160.0,130.0,184.0,140.0,145.0,185.0,217.0,151.8,18.8,1.96,16.5,135.3,168.3,33.2,21.9,12.0,151.8 (±16.5),33.2 (±16.5),21.9% (±12.0%)
Ловеч,Тетевен,Male,183.0,153.0,190.0,170.0,176.0,195.0,239.0,174.4,12.6,1.96,11.0,163.4,185.4,20.6,11.8,6.6,174.4 (±11.0),20.6 (±11.0),11.8% (±6.6%)
Ловеч,Тетевен,Total,343.0,283.0,374.0,310.0,321.0,380.0,456.0,326.2,30.7,1.96,26.9,299.3,353.09999999999997,53.8,16.5,8.9,326.2 (±26.9),53.8 (±26.9),16.5% (±8.9%)
Ловеч,Троян,Female,278.0,255.0,306.0,281.0,309.0,285.0,393.0,285.8,19.9,1.96,17.4,268.40000000000003,303.2,-0.8,-0.3,5.7,285.8 (±17.4),-0.8 (±17.4),-0.3% (±5.7%)
Ловеч,Троян,Male,298.0,280.0,272.0,305.0,291.0,312.0,399.0,289.2,11.9,1.96,10.4,278.8,299.59999999999997,22.8,7.9,3.8,289.2 (±10.4),22.8 (±10.4),7.9% (±3.8%)
Ловеч,Троян,Total,576.0,535.0,578.0,586.0,600.0,597.0,792.0,575.0,21.7,1.96,19.0,556.0,594.0,22.0,3.8,3.3,575.0 (±19.0),22.0 (±19.0),3.8% (±3.3%)
Ловеч,Угърчин,Female,107.0,90.0,85.0,85.0,69.0,77.0,84.0,87.2,12.2,1.96,10.7,76.5,97.9,-10.2,-11.7,9.6,87.2 (±10.7),-10.2 (±10.7),-11.7% (±9.6%)
Ловеч,Угърчин,Male,82.0,103.0,93.0,81.0,70.0,73.0,83.0,85.8,11.3,1.96,9.9,75.89999999999999,95.7,-12.8,-14.9,8.8,85.8 (±9.9),-12.8 (±9.9),-14.9% (±8.8%)
Ловеч,Угърчин,Total,189.0,193.0,178.0,166.0,139.0,150.0,167.0,173.0,19.4,1.96,17.0,156.0,190.0,-23.0,-13.3,7.8,173.0 (±17.0),-23.0 (±17.0),-13.3% (±7.8%)
Ловеч,Ябланица,Female,49.0,48.0,58.0,55.0,57.0,49.0,76.0,53.4,4.1,1.96,3.6,49.8,57.0,-4.4,-8.2,5.8,53.4 (±3.6),-4.4 (±3.6),-8.2% (±5.8%)
Ловеч,Ябланица,Male,54.0,63.0,78.0,50.0,61.0,53.0,74.0,61.2,9.6,1.96,8.4,52.800000000000004,69.60000000000001,-8.2,-13.4,10.5,61.2 (±8.4),-8.2 (±8.4),-13.4% (±10.5%)
Ловеч,Ябланица,Total,103.0,111.0,136.0,105.0,118.0,102.0,150.0,114.6,11.9,1.96,10.4,104.19999999999999,125.0,-12.6,-11.0,7.4,114.6 (±10.4),-12.6 (±10.4),-11.0% (±7.4%)
Монтана,Берковица,Female,218.0,196.0,203.0,207.0,195.0,220.0,226.0,203.8,8.4,1.96,7.4,196.4,211.20000000000002,16.2,7.9,3.7,203.8 (±7.4),16.2 (±7.4),7.9% (±3.7%)
Монтана,Берковица,Male,182.0,200.0,181.0,183.0,164.0,245.0,254.0,182.0,11.4,1.96,10.0,172.0,192.0,63.0,34.6,7.0,182.0 (±10.0),63.0 (±10.0),34.6% (±7.0%)
Монтана,Берковица,Total,400.0,396.0,384.0,390.0,359.0,465.0,480.0,385.8,14.5,1.96,12.7,373.1,398.5,79.2,20.5,3.8,385.8 (±12.7),79.2 (±12.7),20.5% (±3.8%)
Монтана,Бойчиновци,Female,116.0,109.0,108.0,119.0,118.0,116.0,117.0,114.0,4.6,1.96,4.0,110.0,118.0,2.0,1.8,3.5,114.0 (±4.0),2.0 (±4.0),1.8% (±3.5%)
Монтана,Бойчиновци,Male,137.0,119.0,127.0,109.0,114.0,118.0,159.0,121.2,9.9,1.96,8.7,112.5,129.9,-3.2,-2.6,6.6,121.2 (±8.7),-3.2 (±8.7),-2.6% (±6.6%)
Монтана,Бойчиновци,Total,253.0,228.0,235.0,228.0,232.0,234.0,276.0,235.2,9.3,1.96,8.2,227.0,243.39999999999998,-1.2,-0.5,3.4,235.2 (±8.2),-1.2 (±8.2),-0.5% (±3.4%)
Монтана,Брусарци,Female,69.0,52.0,63.0,58.0,54.0,49.0,75.0,59.2,6.2,1.96,5.4,53.800000000000004,64.60000000000001,-10.2,-17.2,6.9,59.2 (±5.4),-10.2 (±5.4),-17.2% (±6.9%)
Монтана,Брусарци,Male,64.0,78.0,58.0,66.0,57.0,76.0,96.0,64.6,7.5,1.96,6.6,57.99999999999999,71.19999999999999,11.4,17.6,10.9,64.6 (±6.6),11.4 (±6.6),17.6% (±10.9%)
Монтана,Брусарци,Total,133.0,130.0,121.0,124.0,111.0,125.0,171.0,123.8,7.7,1.96,6.7,117.1,130.5,1.2,1.0,5.2,123.8 (±6.7),1.2 (±6.7),1.0% (±5.2%)
Монтана,Вълчедръм,Female,117.0,99.0,116.0,103.0,108.0,120.0,155.0,108.6,7.1,1.96,6.2,102.39999999999999,114.8,11.4,10.5,6.0,108.6 (±6.2),11.4 (±6.2),10.5% (±6.0%)
Монтана,Вълчедръм,Male,123.0,132.0,117.0,103.0,113.0,112.0,131.0,117.6,9.7,1.96,8.5,109.1,126.1,-5.6,-4.8,6.4,117.6 (±8.5),-5.6 (±8.5),-4.8% (±6.4%)
Монтана,Вълчедръм,Total,240.0,231.0,233.0,206.0,221.0,232.0,286.0,226.2,11.8,1.96,10.3,215.89999999999998,236.5,5.8,2.6,4.5,226.2 (±10.3),5.8 (±10.3),2.6% (±4.5%)
Монтана,Вършец,Female,64.0,78.0,66.0,75.0,77.0,80.0,89.0,72.0,5.8,1.96,5.1,66.9,77.1,8.0,11.1,7.3,72.0 (±5.1),8.0 (±5.1),11.1% (±7.3%)
Монтана,Вършец,Male,94.0,77.0,74.0,79.0,66.0,87.0,92.0,78.0,9.1,1.96,8.0,70.0,86.0,9.0,11.5,10.3,78.0 (±8.0),9.0 (±8.0),11.5% (±10.3%)
Монтана,Вършец,Total,158.0,155.0,140.0,154.0,143.0,167.0,181.0,150.0,7.1,1.96,6.2,143.8,156.2,17.0,11.3,4.4,150.0 (±6.2),17.0 (±6.2),11.3% (±4.4%)
Монтана,Георги Дамяново,Female,40.0,42.0,49.0,43.0,43.0,41.0,50.0,43.4,3.0,1.96,2.6,40.8,46.0,-2.4,-5.5,5.4,43.4 (±2.6),-2.4 (±2.6),-5.5% (±5.4%)
Монтана,Георги Дамяново,Male,61.0,49.0,31.0,50.0,43.0,51.0,50.0,46.8,9.8,1.96,8.6,38.199999999999996,55.4,4.2,9.0,16.9,46.8 (±8.6),4.2 (±8.6),9.0% (±16.9%)
Монтана,Георги Дамяново,Total,101.0,91.0,80.0,93.0,86.0,92.0,100.0,90.2,7.0,1.96,6.1,84.10000000000001,96.3,1.8,2.0,6.5,90.2 (±6.1),1.8 (±6.1),2.0% (±6.5%)
Монтана,Лом,Female,282.0,279.0,240.0,304.0,282.0,285.0,359.0,277.4,20.7,1.96,18.1,259.29999999999995,295.5,7.6,2.7,6.3,277.4 (±18.1),7.6 (±18.1),2.7% (±6.3%)
Монтана,Лом,Male,254.0,302.0,272.0,249.0,236.0,349.0,374.0,262.6,22.8,1.96,20.0,242.60000000000002,282.6,86.4,32.9,9.4,262.6 (±20.0),86.4 (±20.0),32.9% (±9.4%)
Монтана,Лом,Total,536.0,581.0,512.0,553.0,518.0,634.0,733.0,540.0,25.0,1.96,21.9,518.1,561.9,94.0,17.4,4.6,540.0 (±21.9),94.0 (±21.9),17.4% (±4.6%)
Монтана,Медковец,Female,38.0,47.0,55.0,46.0,49.0,59.0,66.0,47.0,5.5,1.96,4.8,42.2,51.8,12.0,25.5,11.6,47.0 (±4.8),12.0 (±4.8),25.5% (±11.6%)
Монтана,Медковец,Male,48.0,57.0,57.0,61.0,58.0,41.0,66.0,56.2,4.4,1.96,3.9,52.300000000000004,60.1,-15.2,-27.0,4.8,56.2 (±3.9),-15.2 (±3.9),-27.0% (±4.8%)
Монтана,Медковец,Total,86.0,104.0,112.0,107.0,107.0,100.0,132.0,103.2,9.0,1.96,7.9,95.3,111.10000000000001,-3.2,-3.1,6.9,103.2 (±7.9),-3.2 (±7.9),-3.1% (±6.9%)
Монтана,Монтана,Female,377.0,350.0,367.0,364.0,385.0,393.0,546.0,368.6,11.9,1.96,10.4,358.20000000000005,379.0,24.4,6.6,2.9,368.6 (±10.4),24.4 (±10.4),6.6% (±2.9%)
Монтана,Монтана,Male,459.0,426.0,411.0,408.0,439.0,564.0,627.0,428.6,18.8,1.96,16.5,412.1,445.1,135.4,31.6,4.9,428.6 (±16.5),135.4 (±16.5),31.6% (±4.9%)
Монтана,Монтана,Total,836.0,776.0,778.0,772.0,824.0,957.0,1173.0,797.2,27.1,1.96,23.8,773.4000000000001,821.0,159.8,20.0,3.4,797.2 (±23.8),159.8 (±23.8),20.0% (±3.4%)
Монтана,Чипровци,Female,52.0,48.0,43.0,45.0,39.0,47.0,69.0,45.4,4.4,1.96,3.9,41.5,49.3,1.6,3.5,8.2,45.4 (±3.9),1.6 (±3.9),3.5% (±8.2%)
Монтана,Чипровци,Male,38.0,46.0,66.0,55.0,48.0,59.0,68.0,50.6,9.4,1.96,8.2,42.400000000000006,58.8,8.4,16.6,16.3,50.6 (±8.2),8.4 (±8.2),16.6% (±16.3%)
Монтана,Чипровци,Total,90.0,94.0,109.0,100.0,87.0,106.0,137.0,96.0,7.8,1.96,6.8,89.2,102.8,10.0,10.4,7.3,96.0 (±6.8),10.0 (±6.8),10.4% (±7.3%)
Монтана,Якимово,Female,54.0,54.0,54.0,52.0,49.0,52.0,72.0,52.6,2.0,1.96,1.8,50.800000000000004,54.4,-0.6,-1.1,3.3,52.6 (±1.8),-0.6 (±1.8),-1.1% (±3.3%)
Монтана,Якимово,Male,63.0,56.0,54.0,62.0,62.0,52.0,74.0,59.4,3.7,1.96,3.2,56.199999999999996,62.6,-7.4,-12.5,4.4,59.4 (±3.2),-7.4 (±3.2),-12.5% (±4.4%)
Монтана,Якимово,Total,117.0,110.0,108.0,114.0,111.0,104.0,146.0,112.0,3.2,1.96,2.8,109.2,114.8,-8.0,-7.1,2.3,112.0 (±2.8),-8.0 (±2.8),-7.1% (±2.3%)
Пазарджик,Батак,Female,51.0,46.0,56.0,38.0,53.0,59.0,72.0,48.8,6.3,1.96,5.5,43.3,54.3,10.2,20.9,12.2,48.8 (±5.5),10.2 (±5.5),20.9% (±12.2%)
Пазарджик,Батак,Male,48.0,44.0,46.0,44.0,52.0,68.0,71.0,46.8,3.0,1.96,2.6,44.199999999999996,49.4,21.2,45.3,7.6,46.8 (±2.6),21.2 (±2.6),45.3% (±7.6%)
Пазарджик,Батак,Total,99.0,90.0,102.0,82.0,105.0,127.0,143.0,95.6,8.5,1.96,7.5,88.1,103.1,31.4,32.8,9.6,95.6 (±7.5),31.4 (±7.5),32.8% (±9.6%)
Пазарджик,Белово,Female,74.0,85.0,83.0,65.0,91.0,87.0,102.0,79.6,9.1,1.96,8.0,71.6,87.6,7.4,9.3,10.0,79.6 (±8.0),7.4 (±8.0),9.3% (±10.0%)
Пазарджик,Белово,Male,74.0,89.0,96.0,92.0,94.0,119.0,110.0,89.0,7.8,1.96,6.8,82.2,95.8,30.0,33.7,9.5,89.0 (±6.8),30.0 (±6.8),33.7% (±9.5%)
Пазарджик,Белово,Total,148.0,174.0,179.0,157.0,185.0,206.0,212.0,168.6,13.9,1.96,12.2,156.4,180.79999999999998,37.4,22.2,8.3,168.6 (±12.2),37.4 (±12.2),22.2% (±8.3%)
Пазарджик,Брацигово,Female,81.0,81.0,86.0,70.0,87.0,101.0,109.0,81.0,6.0,1.96,5.3,75.7,86.3,20.0,24.7,7.7,81.0 (±5.3),20.0 (±5.3),24.7% (±7.7%)
Пазарджик,Брацигово,Male,84.0,91.0,84.0,99.0,100.0,78.0,119.0,91.6,6.9,1.96,6.0,85.6,97.6,-13.6,-14.8,5.3,91.6 (±6.0),-13.6 (±6.0),-14.8% (±5.3%)
