Region,Location,Sex,2015,2016,2017,2018,2019,2020,2021,Mean/Expected_Mortality,STANDARD_DEVIATION,Z-Score(95%),Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,Excess_mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Велико Търново,Велико Търново,Female,516.0,520.0,540.0,542.0,542.0,573.0,745.0,532.0,11.5,1.96,10.1,521.9,542.1,41.0,7.7,2.0,532.0 (±10.1),41.0 (±10.1),7.7% (±2.0%)
Велико Търново,Велико Търново,Male,609.0,580.0,588.0,593.0,608.0,686.0,886.0,595.6,11.3,1.96,9.9,585.7,605.5,90.4,15.2,1.9,595.6 (±9.9),90.4 (±9.9),15.2% (±1.9%)
Велико Търново,Велико Търново,Total,1125.0,1100.0,1128.0,1135.0,1150.0,1259.0,1631.0,1127.6,16.3,1.96,14.3,1113.3,1141.8999999999999,131.4,11.7,1.4,1127.6 (±14.3),131.4 (±14.3),11.7% (±1.4%)
Велико Търново,Горна Оряховица,Female,354.0,368.0,340.0,332.0,357.0,391.0,486.0,350.2,12.7,1.96,11.1,339.09999999999997,361.3,40.8,11.7,3.5,350.2 (±11.1),40.8 (±11.1),11.7% (±3.5%)
Велико Търново,Горна Оряховица,Male,353.0,388.0,408.0,365.0,351.0,427.0,544.0,373.0,21.9,1.96,19.2,353.8,392.2,54.0,14.5,5.6,373.0 (±19.2),54.0 (±19.2),14.5% (±5.6%)
Велико Търново,Горна Оряховица,Total,707.0,756.0,748.0,697.0,708.0,818.0,1030.0,723.2,24.0,1.96,21.0,702.2,744.2,94.8,13.1,3.2,723.2 (±21.0),94.8 (±21.0),13.1% (±3.2%)
Велико Търново,Елена,Female,84.0,79.0,81.0,89.0,82.0,88.0,92.0,83.0,3.4,1.96,3.0,80.0,86.0,5.0,6.0,3.7,83.0 (±3.0),5.0 (±3.0),6.0% (±3.7%)
Велико Търново,Елена,Male,90.0,88.0,116.0,77.0,91.0,90.0,107.0,92.4,12.8,1.96,11.2,81.2,103.60000000000001,-2.4,-2.6,10.5,92.4 (±11.2),-2.4 (±11.2),-2.6% (±10.5%)
Велико Търново,Елена,Total,174.0,167.0,197.0,166.0,173.0,178.0,199.0,175.4,11.3,1.96,9.9,165.5,185.3,2.6,1.5,5.4,175.4 (±9.9),2.6 (±9.9),1.5% (±5.4%)
Велико Търново,Златарица,Female,43.0,31.0,41.0,35.0,39.0,47.0,55.0,37.8,4.3,1.96,3.8,34.0,41.599999999999994,9.2,24.3,11.3,37.8 (±3.8),9.2 (±3.8),24.3% (±11.3%)
Велико Търново,Златарица,Male,40.0,56.0,52.0,43.0,42.0,52.0,57.0,46.6,6.2,1.96,5.4,41.2,52.0,5.4,11.6,11.6,46.6 (±5.4),5.4 (±5.4),11.6% (±11.6%)
Велико Търново,Златарица,Total,83.0,87.0,93.0,78.0,81.0,99.0,112.0,84.4,5.2,1.96,4.6,79.80000000000001,89.0,14.6,17.3,6.1,84.4 (±4.6),14.6 (±4.6),17.3% (±6.1%)
Велико Търново,Лясковец,Female,132.0,114.0,144.0,157.0,127.0,158.0,189.0,134.8,14.7,1.96,12.9,121.9,147.70000000000002,23.2,17.2,10.2,134.8 (±12.9),23.2 (±12.9),17.2% (±10.2%)
Велико Търново,Лясковец,Male,116.0,137.0,143.0,143.0,134.0,162.0,166.0,134.6,9.9,1.96,8.7,125.89999999999999,143.29999999999998,27.4,20.4,7.4,134.6 (±8.7),27.4 (±8.7),20.4% (±7.4%)
Велико Търново,Лясковец,Total,248.0,251.0,287.0,300.0,261.0,320.0,355.0,269.4,20.6,1.96,18.1,251.29999999999998,287.5,50.6,18.8,7.5,269.4 (±18.1),50.6 (±18.1),18.8% (±7.5%)
Велико Търново,Павликени,Female,252.0,240.0,270.0,275.0,270.0,202.0,286.0,261.4,13.3,1.96,11.7,249.7,273.09999999999997,-59.4,-22.7,3.3,261.4 (±11.7),-59.4 (±11.7),-22.7% (±3.3%)
Велико Търново,Павликени,Male,254.0,241.0,235.0,232.0,236.0,267.0,329.0,239.6,7.8,1.96,6.8,232.79999999999998,246.4,27.4,11.4,3.0,239.6 (±6.8),27.4 (±6.8),11.4% (±3.0%)
Велико Търново,Павликени,Total,506.0,481.0,505.0,507.0,506.0,469.0,615.0,501.0,10.0,1.96,8.8,492.2,509.8,-32.0,-6.4,1.6,501.0 (±8.8),-32.0 (±8.8),-6.4% (±1.6%)
Велико Търново,Полски Тръмбеш,Female,134.0,141.0,149.0,150.0,132.0,158.0,203.0,141.2,7.4,1.96,6.5,134.7,147.7,16.8,11.9,4.9,141.2 (±6.5),16.8 (±6.5),11.9% (±4.9%)
Велико Търново,Полски Тръмбеш,Male,175.0,154.0,187.0,170.0,155.0,165.0,197.0,168.2,12.5,1.96,11.0,157.2,179.2,-3.2,-1.9,6.0,168.2 (±11.0),-3.2 (±11.0),-1.9% (±6.0%)
Велико Търново,Полски Тръмбеш,Total,309.0,295.0,336.0,320.0,287.0,323.0,400.0,309.4,17.5,1.96,15.3,294.09999999999997,324.7,13.6,4.4,4.9,309.4 (±15.3),13.6 (±15.3),4.4% (±4.9%)
Велико Търново,Свищов,Female,312.0,305.0,319.0,304.0,301.0,344.0,473.0,308.2,6.5,1.96,5.7,302.5,313.9,35.8,11.6,2.0,308.2 (±5.7),35.8 (±5.7),11.6% (±2.0%)
Велико Търново,Свищов,Male,371.0,351.0,327.0,340.0,333.0,384.0,413.0,344.4,15.5,1.96,13.6,330.79999999999995,358.0,39.6,11.5,4.2,344.4 (±13.6),39.6 (±13.6),11.5% (±4.2%)
Велико Търново,Свищов,Total,683.0,656.0,646.0,644.0,634.0,728.0,886.0,652.6,16.7,1.96,14.6,638.0,667.2,75.4,11.6,2.5,652.6 (±14.6),75.4 (±14.6),11.6% (±2.5%)
Велико Търново,Стражица,Female,106.0,90.0,111.0,107.0,103.0,108.0,153.0,103.4,7.2,1.96,6.3,97.10000000000001,109.7,4.6,4.4,5.9,103.4 (±6.3),4.6 (±6.3),4.4% (±5.9%)
Велико Търново,Стражица,Male,123.0,133.0,131.0,105.0,104.0,129.0,173.0,119.2,12.5,1.96,11.0,108.2,130.2,9.8,8.2,9.1,119.2 (±11.0),9.8 (±11.0),8.2% (±9.1%)
Велико Търново,Стражица,Total,229.0,223.0,242.0,212.0,207.0,237.0,326.0,222.6,12.4,1.96,10.9,211.7,233.5,14.4,6.5,5.0,222.6 (±10.9),14.4 (±10.9),6.5% (±5.0%)
Велико Търново,Сухиндол,Female,46.0,41.0,50.0,49.0,42.0,33.0,45.0,45.6,3.6,1.96,3.2,42.4,48.800000000000004,-12.6,-27.6,4.8,45.6 (±3.2),-12.6 (±3.2),-27.6% (±4.8%)
Велико Търново,Сухиндол,Male,40.0,35.0,41.0,34.0,44.0,35.0,37.0,38.8,3.8,1.96,3.3,35.5,42.099999999999994,-3.8,-9.8,7.1,38.8 (±3.3),-3.8 (±3.3),-9.8% (±7.1%)
Велико Търново,Сухиндол,Total,86.0,76.0,91.0,83.0,86.0,68.0,82.0,84.4,4.9,1.96,4.3,80.10000000000001,88.7,-16.4,-19.4,3.9,84.4 (±4.3),-16.4 (±4.3),-19.4% (±3.9%)
Видин,Белоградчик,Female,74.0,65.0,65.0,61.0,74.0,79.0,80.0,67.8,5.3,1.96,4.6,63.199999999999996,72.39999999999999,11.2,16.5,7.4,67.8 (±4.6),11.2 (±4.6),16.5% (±7.4%)
Видин,Белоградчик,Male,70.0,76.0,69.0,73.0,58.0,74.0,100.0,69.2,6.1,1.96,5.3,63.900000000000006,74.5,4.8,6.9,7.6,69.2 (±5.3),4.8 (±5.3),6.9% (±7.6%)
Видин,Белоградчик,Total,144.0,141.0,134.0,134.0,132.0,153.0,180.0,137.0,4.6,1.96,4.0,133.0,141.0,16.0,11.7,3.2,137.0 (±4.0),16.0 (±4.0),11.7% (±3.2%)
Видин,Бойница,Female,26.0,35.0,21.0,36.0,30.0,24.0,23.0,29.6,5.6,1.96,4.9,24.700000000000003,34.5,-5.6,-18.9,11.5,29.6 (±4.9),-5.6 (±4.9),-18.9% (±11.5%)
Видин,Бойница,Male,26.0,21.0,25.0,19.0,15.0,16.0,31.0,21.2,4.0,1.96,3.5,17.7,24.7,-5.2,-24.5,10.7,21.2 (±3.5),-5.2 (±3.5),-24.5% (±10.7%)
Видин,Бойница,Total,52.0,56.0,46.0,55.0,45.0,40.0,54.0,50.8,4.5,1.96,3.9,46.9,54.699999999999996,-10.8,-21.3,5.6,50.8 (±3.9),-10.8 (±3.9),-21.3% (±5.6%)
Видин,Брегово,Female,71.0,71.0,70.0,66.0,74.0,65.0,75.0,70.4,2.6,1.96,2.3,68.10000000000001,72.7,-5.4,-7.7,2.9,70.4 (±2.3),-5.4 (±2.3),-7.7% (±2.9%)
Видин,Брегово,Male,88.0,93.0,74.0,72.0,86.0,81.0,96.0,82.6,8.2,1.96,7.2,75.39999999999999,89.8,-1.6,-1.9,7.9,82.6 (±7.2),-1.6 (±7.2),-1.9% (±7.9%)
Видин,Брегово,Total,159.0,164.0,144.0,138.0,160.0,146.0,171.0,153.0,10.1,1.96,8.9,144.1,161.9,-7.0,-4.6,5.2,153.0 (±8.9),-7.0 (±8.9),-4.6% (±5.2%)
Видин,Видин,Female,496.0,524.0,496.0,450.0,464.0,556.0,657.0,486.0,26.2,1.96,23.0,463.0,509.0,70.0,14.4,5.2,486.0 (±23.0),70.0 (±23.0),14.4% (±5.2%)
Видин,Видин,Male,528.0,503.0,511.0,479.0,489.0,625.0,744.0,502.0,17.1,1.96,15.0,487.0,517.0,123.0,24.5,3.6,502.0 (±15.0),123.0 (±15.0),24.5% (±3.6%)
Видин,Видин,Total,1024.0,1027.0,1007.0,929.0,953.0,1181.0,1401.0,988.0,39.7,1.96,34.8,953.2,1022.8,193.0,19.5,4.0,988.0 (±34.8),193.0 (±34.8),19.5% (±4.0%)
Видин,Грамада,Female,34.0,29.0,27.0,25.0,19.0,28.0,27.0,26.8,4.9,1.96,4.3,22.5,31.1,1.2,4.5,14.5,26.8 (±4.3),1.2 (±4.3),4.5% (±14.5%)
Видин,Грамада,Male,34.0,33.0,38.0,38.0,27.0,31.0,42.0,34.0,4.0,1.96,3.5,30.5,37.5,-3.0,-8.8,8.5,34.0 (±3.5),-3.0 (±3.5),-8.8% (±8.5%)
Видин,Грамада,Total,68.0,62.0,65.0,63.0,46.0,59.0,69.0,60.8,7.7,1.96,6.7,54.099999999999994,67.5,-1.8,-3.0,9.6,60.8 (±6.7),-1.8 (±6.7),-3.0% (±9.6%)
Видин,Димово,Female,92.0,88.0,66.0,76.0,87.0,97.0,95.0,81.8,9.5,1.96,8.3,73.5,90.1,15.2,18.6,10.9,81.8 (±8.3),15.2 (±8.3),18.6% (±10.9%)
Видин,Димово,Male,96.0,86.0,87.0,96.0,80.0,82.0,100.0,89.0,6.2,1.96,5.4,83.6,94.4,-7.0,-7.9,5.2,89.0 (±5.4),-7.0 (±5.4),-7.9% (±5.2%)
Видин,Димово,Total,188.0,174.0,153.0,172.0,167.0,179.0,195.0,170.8,11.3,1.96,9.9,160.9,180.70000000000002,8.2,4.8,5.7,170.8 (±9.9),8.2 (±9.9),4.8% (±5.7%)
Видин,Кула,Female,72.0,69.0,47.0,66.0,55.0,88.0,66.0,61.8,9.4,1.96,8.2,53.599999999999994,70.0,26.2,42.4,16.7,61.8 (±8.2),26.2 (±8.2),42.4% (±16.7%)
Видин,Кула,Male,69.0,61.0,64.0,64.0,57.0,86.0,65.0,63.0,3.9,1.96,3.4,59.6,66.4,23.0,36.5,7.0,63.0 (±3.4),23.0 (±3.4),36.5% (±7.0%)
Видин,Кула,Total,141.0,130.0,111.0,130.0,112.0,174.0,131.0,124.8,11.6,1.96,10.2,114.6,135.0,49.2,39.4,10.5,124.8 (±10.2),49.2 (±10.2),39.4% (±10.5%)
Видин,Макреш,Female,27.0,24.0,36.0,20.0,24.0,19.0,35.0,26.2,5.4,1.96,4.7,21.5,30.9,-7.2,-27.5,11.0,26.2 (±4.7),-7.2 (±4.7),-27.5% (±11.0%)
Видин,Макреш,Male,21.0,30.0,27.0,37.0,26.0,30.0,33.0,28.2,5.3,1.96,4.6,23.6,32.8,1.8,6.4,14.9,28.2 (±4.6),1.8 (±4.6),6.4% (±14.9%)
Видин,Макреш,Total,48.0,54.0,63.0,57.0,50.0,49.0,68.0,54.4,5.3,1.96,4.6,49.8,59.0,-5.4,-9.9,7.0,54.4 (±4.6),-5.4 (±4.6),-9.9% (±7.0%)
Видин,Ново село,Female,41.0,55.0,53.0,61.0,51.0,57.0,46.0,52.2,6.5,1.96,5.7,46.5,57.900000000000006,4.8,9.2,10.8,52.2 (±5.7),4.8 (±5.7),9.2% (±10.8%)
Видин,Ново село,Male,49.0,48.0,36.0,54.0,49.0,50.0,68.0,47.2,6.0,1.96,5.3,41.900000000000006,52.5,2.8,5.9,10.7,47.2 (±5.3),2.8 (±5.3),5.9% (±10.7%)
Видин,Ново село,Total,90.0,103.0,89.0,115.0,100.0,107.0,114.0,99.4,9.5,1.96,8.3,91.10000000000001,107.7,7.6,7.6,8.2,99.4 (±8.3),7.6 (±8.3),7.6% (±8.2%)
Видин,Ружинци,Female,63.0,53.0,58.0,62.0,56.0,49.0,66.0,58.4,3.7,1.96,3.2,55.199999999999996,61.6,-9.4,-16.1,4.4,58.4 (±3.2),-9.4 (±3.2),-16.1% (±4.4%)
Видин,Ружинци,Male,60.0,66.0,58.0,65.0,47.0,59.0,69.0,59.2,6.8,1.96,6.0,53.2,65.2,-0.2,-0.3,9.2,59.2 (±6.0),-0.2 (±6.0),-0.3% (±9.2%)
Видин,Ружинци,Total,123.0,119.0,116.0,127.0,103.0,108.0,135.0,117.6,8.2,1.96,7.2,110.39999999999999,124.8,-9.6,-8.2,5.3,117.6 (±7.2),-9.6 (±7.2),-8.2% (±5.3%)
Видин,Чупрене,Female,34.0,25.0,42.0,40.0,31.0,34.0,27.0,34.4,6.2,1.96,5.4,29.0,39.8,-0.4,-1.2,13.4,34.4 (±5.4),-0.4 (±5.4),-1.2% (±13.4%)
Видин,Чупрене,Male,34.0,26.0,29.0,32.0,23.0,39.0,37.0,28.8,4.0,1.96,3.5,25.3,32.3,10.2,35.4,14.7,28.8 (±3.5),10.2 (±3.5),35.4% (±14.7%)
Видин,Чупрене,Total,68.0,51.0,71.0,72.0,54.0,73.0,64.0,63.2,8.9,1.96,7.8,55.400000000000006,71.0,9.8,15.5,12.7,63.2 (±7.8),9.8 (±7.8),15.5% (±12.7%)
Враца,Борован,Female,53.0,47.0,48.0,61.0,54.0,64.0,68.0,52.6,5.0,1.96,4.4,48.2,57.0,11.4,21.7,9.4,52.6 (±4.4),11.4 (±4.4),21.7% (±9.4%)
Враца,Борован,Male,77.0,60.0,66.0,56.0,54.0,62.0,76.0,62.6,8.3,1.96,7.3,55.300000000000004,69.9,-0.6,-1.0,10.3,62.6 (±7.3),-0.6 (±7.3),-1.0% (±10.3%)
Враца,Борован,Total,130.0,107.0,114.0,117.0,108.0,126.0,144.0,115.2,8.3,1.96,7.3,107.9,122.5,10.8,9.4,6.5,115.2 (±7.3),10.8 (±7.3),9.4% (±6.5%)
Враца,Бяла Слатина,Female,229.0,211.0,257.0,233.0,182.0,237.0,269.0,222.4,25.0,1.96,21.9,200.5,244.3,14.6,6.6,9.6,222.4 (±21.9),14.6 (±21.9),6.6% (±9.6%)
Враца,Бяла Слатина,Male,234.0,237.0,238.0,228.0,200.0,259.0,310.0,227.4,14.1,1.96,12.4,215.0,239.8,31.6,13.9,5.9,227.4 (±12.4),31.6 (±12.4),13.9% (±5.9%)
Враца,Бяла Слатина,Total,463.0,448.0,495.0,461.0,382.0,496.0,579.0,449.8,37.3,1.96,32.7,417.1,482.5,46.2,10.3,7.5,449.8 (±32.7),46.2 (±32.7),10.3% (±7.5%)
Враца,Враца,Female,509.0,483.0,528.0,493.0,510.0,520.0,764.0,504.6,15.5,1.96,13.6,491.0,518.2,15.4,3.1,2.8,504.6 (±13.6),15.4 (±13.6),3.1% (±2.8%)
Враца,Враца,Male,553.0,534.0,516.0,548.0,593.0,633.0,815.0,548.8,25.6,1.96,22.4,526.4,571.1999999999999,84.2,15.3,4.5,548.8 (±22.4),84.2 (±22.4),15.3% (±4.5%)
Враца,Враца,Total,1062.0,1017.0,1044.0,1041.0,1103.0,1153.0,1579.0,1053.4,28.6,1.96,25.1,1028.3000000000002,1078.5,99.6,9.5,2.6,1053.4 (±25.1),99.6 (±25.1),9.5% (±2.6%)
Враца,Козлодуй,Female,143.0,146.0,158.0,144.0,161.0,162.0,181.0,150.4,7.6,1.96,6.7,143.70000000000002,157.1,11.6,7.7,4.6,150.4 (±6.7),11.6 (±6.7),7.7% (±4.6%)
Враца,Козлодуй,Male,166.0,141.0,157.0,150.0,593.0,191.0,213.0,241.4,176.0,1.96,154.3,87.1,395.70000000000005,-50.4,-20.9,30.8,241.4 (±154.3),-50.4 (±154.3),-20.9% (±30.8%)
Враца,Козлодуй,Total,309.0,287.0,315.0,294.0,306.0,353.0,394.0,302.2,10.2,1.96,8.9,293.3,311.09999999999997,50.8,16.8,3.3,302.2 (±8.9),50.8 (±8.9),16.8% (±3.3%)
Враца,Криводол,Female,134.0,109.0,141.0,133.0,105.0,110.0,128.0,124.4,14.5,1.96,12.7,111.7,137.1,-14.4,-11.6,8.2,124.4 (±12.7),-14.4 (±12.7),-11.6% (±8.2%)
Враца,Криводол,Male,146.0,128.0,152.0,130.0,136.0,145.0,167.0,138.4,9.2,1.96,8.1,130.3,146.5,6.6,4.8,5.8,138.4 (±8.1),6.6 (±8.1),4.8% (±5.8%)
Враца,Криводол,Total,280.0,237.0,293.0,263.0,241.0,255.0,295.0,262.8,21.7,1.96,19.0,243.8,281.8,-7.8,-3.0,6.5,262.8 (±19.0),-7.8 (±19.0),-3.0% (±6.5%)
Враца,Мездра,Female,173.0,207.0,190.0,198.0,178.0,215.0,255.0,189.2,12.5,1.96,11.0,178.2,200.2,25.8,13.6,6.2,189.2 (±11.0),25.8 (±11.0),13.6% (±6.2%)
Враца,Мездра,Male,203.0,199.0,224.0,213.0,221.0,245.0,289.0,212.0,9.8,1.96,8.6,203.4,220.6,33.0,15.6,4.5,212.0 (±8.6),33.0 (±8.6),15.6% (±4.5%)
Враца,Мездра,Total,376.0,406.0,414.0,411.0,399.0,460.0,544.0,401.2,13.6,1.96,11.9,389.3,413.09999999999997,58.8,14.7,3.3,401.2 (±11.9),58.8 (±11.9),14.7% (±3.3%)
Враца,Мизия,Female,79.0,64.0,76.0,79.0,70.0,69.0,90.0,73.6,5.8,1.96,5.1,68.5,78.69999999999999,-4.6,-6.2,6.1,73.6 (±5.1),-4.6 (±5.1),-6.2% (±6.1%)
Враца,Мизия,Male,78.0,80.0,95.0,79.0,77.0,87.0,96.0,81.8,6.7,1.96,5.9,75.89999999999999,87.7,5.2,6.4,7.2,81.8 (±5.9),5.2 (±5.9),6.4% (±7.2%)
Враца,Мизия,Total,157.0,144.0,171.0,158.0,147.0,156.0,186.0,155.4,9.5,1.96,8.3,147.1,163.70000000000002,0.6,0.4,5.1,155.4 (±8.3),0.6 (±8.3),0.4% (±5.1%)
Враца,Оряхово,Female,127.0,129.0,112.0,123.0,106.0,125.0,153.0,119.4,8.9,1.96,7.8,111.60000000000001,127.2,5.6,4.7,6.4,119.4 (±7.8),5.6 (±7.8),4.7% (±6.4%)
Враца,Оряхово,Male,157.0,127.0,126.0,120.0,119.0,138.0,147.0,129.8,14.0,1.96,12.3,117.50000000000001,142.10000000000002,8.2,6.3,9.2,129.8 (±12.3),8.2 (±12.3),6.3% (±9.2%)
Враца,Оряхово,Total,284.0,256.0,238.0,243.0,225.0,263.0,300.0,249.2,20.0,1.96,17.5,231.7,266.7,13.8,5.5,6.9,249.2 (±17.5),13.8 (±17.5),5.5% (±6.9%)
Враца,Роман,Female,68.0,76.0,73.0,73.0,48.0,62.0,73.0,67.6,10.1,1.96,8.9,58.699999999999996,76.5,-5.6,-8.3,10.7,67.6 (±8.9),-5.6 (±8.9),-8.3% (±10.7%)
Враца,Роман,Male,77.0,80.0,68.0,70.0,79.0,84.0,106.0,74.8,4.9,1.96,4.3,70.5,79.1,9.2,12.3,6.1,74.8 (±4.3),9.2 (±4.3),12.3% (±6.1%)
Враца,Роман,Total,145.0,156.0,141.0,143.0,127.0,146.0,179.0,142.4,9.3,1.96,8.2,134.20000000000002,150.6,3.6,2.5,5.6,142.4 (±8.2),3.6 (±8.2),2.5% (±5.6%)
Враца,Хайредин,Female,86.0,73.0,72.0,45.0,69.0,69.0,82.0,69.0,13.3,1.96,11.7,57.3,80.7,0.0,0.0,14.5,69.0 (±11.7),0.0 (±11.7),0.0% (±14.5%)
Враца,Хайредин,Male,83.0,73.0,62.0,65.0,73.0,62.0,82.0,71.2,7.3,1.96,6.4,64.8,77.60000000000001,-9.2,-12.9,7.2,71.2 (±6.4),-9.2 (±6.4),-12.9% (±7.2%)
Враца,Хайредин,Total,169.0,146.0,134.0,110.0,142.0,131.0,164.0,140.2,19.1,1.96,16.7,123.49999999999999,156.89999999999998,-9.2,-6.6,9.9,140.2 (±16.7),-9.2 (±16.7),-6.6% (±9.9%)
Габрово,Габрово,Female,516.0,538.0,559.0,519.0,523.0,573.0,770.0,531.0,15.9,1.96,13.9,517.1,544.9,42.0,7.9,2.7,531.0 (±13.9),42.0 (±13.9),7.9% (±2.7%)
Габрово,Габрово,Male,563.0,541.0,585.0,561.0,538.0,623.0,671.0,557.6,17.0,1.96,14.9,542.7,572.5,65.4,11.7,2.9,557.6 (±14.9),65.4 (±14.9),11.7% (±2.9%)
Габрово,Габрово,Total,1079.0,1079.0,1144.0,1080.0,1061.0,1196.0,1441.0,1088.6,28.6,1.96,25.1,1063.5,1113.6999999999998,107.4,9.9,2.5,1088.6 (±25.1),107.4 (±25.1),9.9% (±2.5%)
Габрово,Дряново,Female,90.0,111.0,120.0,94.0,87.0,151.0,129.0,100.4,12.8,1.96,11.2,89.2,111.60000000000001,50.6,50.4,15.1,100.4 (±11.2),50.6 (±11.2),50.4% (±15.1%)
Габрово,Дряново,Male,105.0,102.0,106.0,116.0,89.0,127.0,148.0,103.6,8.7,1.96,7.6,96.0,111.19999999999999,23.4,22.6,8.4,103.6 (±7.6),23.4 (±7.6),22.6% (±8.4%)
Габрово,Дряново,Total,195.0,213.0,226.0,210.0,176.0,278.0,277.0,204.0,17.1,1.96,15.0,189.0,219.0,74.0,36.3,9.4,204.0 (±15.0),74.0 (±15.0),36.3% (±9.4%)
Габрово,Севлиево,Female,354.0,328.0,391.0,349.0,320.0,380.0,441.0,348.4,24.8,1.96,21.7,326.7,370.09999999999997,31.6,9.1,6.4,348.4 (±21.7),31.6 (±21.7),9.1% (±6.4%)
Габрово,Севлиево,Male,373.0,364.0,349.0,340.0,329.0,392.0,479.0,351.0,15.9,1.96,13.9,337.1,364.9,41.0,11.7,4.3,351.0 (±13.9),41.0 (±13.9),11.7% (±4.3%)
Габрово,Севлиево,Total,727.0,692.0,740.0,689.0,649.0,772.0,920.0,699.4,32.0,1.96,28.0,671.4,727.4,72.6,10.4,4.3,699.4 (±28.0),72.6 (±28.0),10.4% (±4.3%)
Габрово,Трявна,Female,104.0,86.0,115.0,102.0,106.0,135.0,156.0,102.6,9.4,1.96,8.2,94.39999999999999,110.8,32.4,31.6,9.8,102.6 (±8.2),32.4 (±8.2),31.6% (±9.8%)
Габрово,Трявна,Male,129.0,99.0,102.0,103.0,122.0,163.0,121.0,111.0,12.1,1.96,10.6,100.4,121.6,52.0,46.8,12.8,111.0 (±10.6),52.0 (±10.6),46.8% (±12.8%)
Габрово,Трявна,Total,233.0,185.0,217.0,205.0,228.0,298.0,277.0,213.6,17.2,1.96,15.1,198.5,228.7,84.4,39.5,9.2,213.6 (±15.1),84.4 (±15.1),39.5% (±9.2%)
Добрич,Балчик,Female,166.0,152.0,130.0,139.0,144.0,160.0,198.0,146.2,12.2,1.96,10.7,135.5,156.89999999999998,13.8,9.4,7.4,146.2 (±10.7),13.8 (±10.7),9.4% (±7.4%)
Добрич,Балчик,Male,186.0,187.0,183.0,181.0,189.0,205.0,229.0,185.2,2.9,1.96,2.5,182.7,187.7,19.8,10.7,1.5,185.2 (±2.5),19.8 (±2.5),10.7% (±1.5%)
Добрич,Балчик,Total,352.0,339.0,313.0,320.0,333.0,365.0,427.0,331.4,13.8,1.96,12.1,319.29999999999995,343.5,33.6,10.1,3.8,331.4 (±12.1),33.6 (±12.1),10.1% (±3.8%)
Добрич,Генерал Тошево,Female,152.0,141.0,137.0,115.0,155.0,143.0,166.0,140.0,14.2,1.96,12.4,127.6,152.4,3.0,2.1,8.3,140.0 (±12.4),3.0 (±12.4),2.1% (±8.3%)
Добрич,Генерал Тошево,Male,168.0,169.0,144.0,166.0,156.0,157.0,197.0,160.6,9.5,1.96,8.3,152.29999999999998,168.9,-3.6,-2.2,4.8,160.6 (±8.3),-3.6 (±8.3),-2.2% (±4.8%)
Добрич,Генерал Тошево,Total,320.0,310.0,281.0,281.0,311.0,300.0,363.0,300.6,16.4,1.96,14.4,286.20000000000005,315.0,-0.6,-0.2,4.6,300.6 (±14.4),-0.6 (±14.4),-0.2% (±4.6%)
Добрич,Добрич,Female,514.0,468.0,537.0,596.0,534.0,623.0,795.0,529.8,41.3,1.96,36.2,493.59999999999997,566.0,93.2,17.6,7.5,529.8 (±36.2),93.2 (±36.2),17.6% (±7.5%)
Добрич,Добрич,Male,593.0,590.0,614.0,585.0,646.0,750.0,894.0,605.6,22.5,1.96,19.7,585.9,625.3000000000001,144.4,23.8,3.9,605.6 (±19.7),144.4 (±19.7),23.8% (±3.9%)
Добрич,Добрич,Total,1107.0,1058.0,1151.0,1181.0,1180.0,1373.0,1689.0,1135.4,47.1,1.96,41.3,1094.1000000000001,1176.7,237.6,20.9,4.2,1135.4 (±41.3),237.6 (±41.3),20.9% (±4.2%)
Добрич,Добрич-селска,Female,253.0,210.0,231.0,222.0,225.0,220.0,257.0,228.2,14.2,1.96,12.4,215.79999999999998,240.6,-8.2,-3.6,5.0,228.2 (±12.4),-8.2 (±12.4),-3.6% (±5.0%)
Добрич,Добрич-селска,Male,278.0,241.0,288.0,247.0,233.0,279.0,327.0,257.4,21.6,1.96,18.9,238.49999999999997,276.29999999999995,21.6,8.4,7.4,257.4 (±18.9),21.6 (±18.9),8.4% (±7.4%)
Добрич,Добрич-селска,Total,531.0,451.0,519.0,469.0,458.0,499.0,584.0,485.6,32.9,1.96,28.8,456.8,514.4,13.4,2.8,5.8,485.6 (±28.8),13.4 (±28.8),2.8% (±5.8%)
Добрич,Каварна,Female,126.0,96.0,115.0,103.0,94.0,150.0,159.0,106.8,12.1,1.96,10.6,96.2,117.39999999999999,43.2,40.4,12.6,106.8 (±10.6),43.2 (±10.6),40.4% (±12.6%)
Добрич,Каварна,Male,135.0,113.0,126.0,118.0,117.0,134.0,176.0,121.8,7.8,1.96,6.8,115.0,128.6,12.2,10.0,5.8,121.8 (±6.8),12.2 (±6.8),10.0% (±5.8%)
Добрич,Каварна,Total,261.0,209.0,241.0,221.0,211.0,284.0,335.0,228.6,19.8,1.96,17.4,211.2,246.0,55.4,24.2,8.8,228.6 (±17.4),55.4 (±17.4),24.2% (±8.8%)
Добрич,Крушари,Female,38.0,35.0,36.0,43.0,33.0,38.0,37.0,37.0,3.4,1.96,3.0,34.0,40.0,1.0,2.7,7.7,37.0 (±3.0),1.0 (±3.0),2.7% (±7.7%)
