Region,Location,Sex,2015,2016,2017,2018,2019,2020,2021,Mean/Expected_Mortality,STANDARD_DEVIATION,Z-Score(95%),Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,Excess_mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Добрич,Шабла,Male,57.0,44.0,62.0,63.0,44.0,48.0,79.0,54.0,8.4,1.96,7.4,46.6,61.4,25.0,46.3,17.6,54.0 (±7.4),25.0 (±7.4),46.3% (±17.6%)
Добрич,Шабла,Total,109.0,94.0,117.0,114.0,101.0,93.0,147.0,107.0,8.5,1.96,7.5,99.5,114.5,40.0,37.4,9.0,107.0 (±7.5),40.0 (±7.5),37.4% (±9.0%)
Кърджали,Ардино,Female,81.0,83.0,89.0,78.0,89.0,100.0,123.0,84.0,4.4,1.96,3.9,80.1,87.9,39.0,46.4,6.5,84.0 (±3.9),39.0 (±3.9),46.4% (±6.5%)
Кърджали,Ардино,Male,87.0,94.0,88.0,115.0,92.0,117.0,135.0,95.2,10.2,1.96,8.9,86.3,104.10000000000001,39.8,41.8,12.1,95.2 (±8.9),39.8 (±8.9),41.8% (±12.1%)
Кърджали,Ардино,Total,168.0,177.0,177.0,193.0,181.0,217.0,258.0,179.2,8.1,1.96,7.1,172.1,186.29999999999998,78.8,44.0,5.5,179.2 (±7.1),78.8 (±7.1),44.0% (±5.5%)
Кърджали,Джебел,Female,44.0,35.0,37.0,34.0,44.0,53.0,59.0,38.8,4.4,1.96,3.9,34.9,42.699999999999996,20.2,52.1,13.9,38.8 (±3.9),20.2 (±3.9),52.1% (±13.9%)
Кърджали,Джебел,Male,58.0,58.0,54.0,59.0,46.0,60.0,74.0,55.0,4.8,1.96,4.2,50.8,59.2,19.0,34.5,9.5,55.0 (±4.2),19.0 (±4.2),34.5% (±9.5%)
Кърджали,Джебел,Total,102.0,93.0,91.0,93.0,90.0,113.0,133.0,93.8,4.3,1.96,3.8,90.0,97.6,39.2,41.8,5.5,93.8 (±3.8),39.2 (±3.8),41.8% (±5.5%)
Кърджали,Кирково,Female,136.0,155.0,153.0,141.0,150.0,171.0,222.0,147.0,7.3,1.96,6.4,140.6,153.4,75.0,51.0,6.3,147.0 (±6.4),75.0 (±6.4),51.0% (±6.3%)
Кърджали,Кирково,Male,164.0,162.0,164.0,162.0,183.0,202.0,248.0,167.0,8.0,1.96,7.0,160.0,174.0,81.0,48.5,6.0,167.0 (±7.0),81.0 (±7.0),48.5% (±6.0%)
Кърджали,Кирково,Total,300.0,317.0,317.0,303.0,333.0,373.0,470.0,314.0,11.8,1.96,10.3,303.7,324.3,156.0,49.7,4.8,314.0 (±10.3),156.0 (±10.3),49.7% (±4.8%)
Кърджали,Крумовград,Female,122.0,105.0,118.0,110.0,99.0,121.0,178.0,110.8,8.4,1.96,7.4,103.39999999999999,118.2,67.2,60.6,10.0,110.8 (±7.4),67.2 (±7.4),60.6% (±10.0%)
Кърджали,Крумовград,Male,145.0,127.0,138.0,122.0,133.0,139.0,198.0,133.0,8.1,1.96,7.1,125.9,140.1,65.0,48.9,7.6,133.0 (±7.1),65.0 (±7.1),48.9% (±7.6%)
Кърджали,Крумовград,Total,267.0,232.0,256.0,232.0,232.0,260.0,376.0,243.8,14.9,1.96,13.1,230.70000000000002,256.90000000000003,132.2,54.2,7.8,243.8 (±13.1),132.2 (±13.1),54.2% (±7.8%)
Кърджали,Кърджали,Female,362.0,361.0,400.0,376.0,391.0,432.0,564.0,378.0,15.5,1.96,13.6,364.4,391.6,186.0,49.2,5.2,378.0 (±13.6),186.0 (±13.6),49.2% (±5.2%)
Кърджали,Кърджали,Male,403.0,436.0,407.0,411.0,419.0,522.0,588.0,415.2,11.7,1.96,10.3,404.9,425.5,172.8,41.6,3.4,415.2 (±10.3),172.8 (±10.3),41.6% (±3.4%)
Кърджали,Кърджали,Total,765.0,797.0,807.0,787.0,810.0,954.0,1152.0,793.2,16.3,1.96,14.3,778.9000000000001,807.5,358.8,45.2,2.5,793.2 (±14.3),358.8 (±14.3),45.2% (±2.5%)
Кърджали,Момчилград,Female,98.0,68.0,83.0,88.0,83.0,104.0,107.0,84.0,9.7,1.96,8.5,75.5,92.5,23.0,27.4,11.7,84.0 (±8.5),23.0 (±8.5),27.4% (±11.7%)
Кърджали,Момчилград,Male,92.0,88.0,104.0,116.0,112.0,123.0,140.0,102.4,10.9,1.96,9.6,92.80000000000001,112.0,37.6,36.7,11.7,102.4 (±9.6),37.6 (±9.6),36.7% (±11.7%)
Кърджали,Момчилград,Total,190.0,156.0,187.0,204.0,195.0,227.0,247.0,186.4,16.3,1.96,14.3,172.1,200.70000000000002,60.6,32.5,9.4,186.4 (±14.3),60.6 (±14.3),32.5% (±9.4%)
Кърджали,Черноочене,Female,64.0,54.0,68.0,60.0,59.0,63.0,87.0,61.0,4.7,1.96,4.1,56.9,65.1,26.0,42.6,9.0,61.0 (±4.1),26.0 (±4.1),42.6% (±9.0%)
Кърджали,Черноочене,Male,53.0,76.0,56.0,69.0,62.0,83.0,94.0,63.2,8.4,1.96,7.4,55.800000000000004,70.60000000000001,30.8,48.7,15.6,63.2 (±7.4),30.8 (±7.4),48.7% (±15.6%)
Кърджали,Черноочене,Total,117.0,130.0,124.0,129.0,121.0,146.0,181.0,124.2,4.9,1.96,4.3,119.9,128.5,56.8,45.7,4.8,124.2 (±4.3),56.8 (±4.3),45.7% (±4.8%)
Кюстендил,Бобов дол,Female,72.0,72.0,84.0,68.0,68.0,101.0,113.0,72.8,5.9,1.96,5.2,67.6,78.0,40.2,55.2,10.3,72.8 (±5.2),40.2 (±5.2),55.2% (±10.3%)
Кюстендил,Бобов дол,Male,98.0,99.0,105.0,93.0,106.0,111.0,129.0,100.2,4.8,1.96,4.2,96.0,104.4,28.8,28.7,5.1,100.2 (±4.2),28.8 (±4.2),28.7% (±5.1%)
Кюстендил,Бобов дол,Total,170.0,171.0,189.0,161.0,174.0,212.0,242.0,173.0,9.1,1.96,8.0,165.0,181.0,69.0,39.9,6.2,173.0 (±8.0),69.0 (±8.0),39.9% (±6.2%)
Кюстендил,Бобошево,Female,34.0,37.0,50.0,40.0,33.0,43.0,58.0,38.8,6.1,1.96,5.3,33.5,44.099999999999994,19.2,49.5,18.0,38.8 (±5.3),19.2 (±5.3),49.5% (±18.0%)
Кюстендил,Бобошево,Male,46.0,40.0,52.0,27.0,44.0,56.0,40.0,41.8,8.4,1.96,7.4,34.4,49.199999999999996,-1.8,-4.3,14.4,41.8 (±7.4),-1.8 (±7.4),-4.3% (±14.4%)
Кюстендил,Бобошево,Total,80.0,77.0,102.0,67.0,77.0,99.0,98.0,80.6,11.6,1.96,10.2,70.39999999999999,90.8,17.4,21.6,13.7,80.6 (±10.2),17.4 (±10.2),21.6% (±13.7%)
Кюстендил,Дупница,Female,352.0,346.0,330.0,340.0,316.0,402.0,467.0,336.8,12.7,1.96,11.1,325.7,347.90000000000003,130.2,38.7,4.5,336.8 (±11.1),130.2 (±11.1),38.7% (±4.5%)
Кюстендил,Дупница,Male,394.0,389.0,365.0,400.0,388.0,455.0,506.0,387.2,11.9,1.96,10.4,376.8,397.59999999999997,118.8,30.7,3.4,387.2 (±10.4),118.8 (±10.4),30.7% (±3.4%)
Кюстендил,Дупница,Total,746.0,735.0,695.0,740.0,704.0,857.0,973.0,724.0,20.5,1.96,18.0,706.0,742.0,249.0,34.4,3.3,724.0 (±18.0),249.0 (±18.0),34.4% (±3.3%)
Кюстендил,Кочериново,Female,66.0,57.0,78.0,73.0,54.0,68.0,82.0,65.6,9.1,1.96,8.0,57.599999999999994,73.6,16.4,25.0,13.6,65.6 (±8.0),16.4 (±8.0),25.0% (±13.6%)
Кюстендил,Кочериново,Male,68.0,69.0,69.0,70.0,75.0,77.0,78.0,70.2,2.5,1.96,2.2,68.0,72.4,7.8,11.1,3.4,70.2 (±2.2),7.8 (±2.2),11.1% (±3.4%)
Кюстендил,Кочериново,Total,134.0,126.0,147.0,143.0,129.0,145.0,160.0,135.8,8.0,1.96,7.0,128.8,142.8,24.2,17.8,5.8,135.8 (±7.0),24.2 (±7.0),17.8% (±5.8%)
Кюстендил,Кюстендил,Female,506.0,477.0,509.0,480.0,475.0,560.0,660.0,489.4,14.9,1.96,13.1,476.29999999999995,502.5,170.6,34.9,3.6,489.4 (±13.1),170.6 (±13.1),34.9% (±3.6%)
Кюстендил,Кюстендил,Male,483.0,549.0,553.0,507.0,529.0,580.0,732.0,524.2,26.3,1.96,23.1,501.1,547.3000000000001,207.8,39.6,5.9,524.2 (±23.1),207.8 (±23.1),39.6% (±5.9%)
Кюстендил,Кюстендил,Total,989.0,1026.0,1062.0,987.0,1004.0,1140.0,1392.0,1013.6,27.9,1.96,24.5,989.1,1038.1,378.4,37.3,3.2,1013.6 (±24.5),378.4 (±24.5),37.3% (±3.2%)
Кюстендил,Невестино,Female,58.0,59.0,51.0,55.0,35.0,38.0,48.0,51.6,8.8,1.96,7.7,43.9,59.300000000000004,-3.6,-7.0,12.1,51.6 (±7.7),-3.6 (±7.7),-7.0% (±12.1%)
Кюстендил,Невестино,Male,46.0,47.0,45.0,56.0,55.0,54.0,62.0,49.8,4.7,1.96,4.1,45.699999999999996,53.9,12.2,24.5,9.5,49.8 (±4.1),12.2 (±4.1),24.5% (±9.5%)
Кюстендил,Невестино,Total,104.0,106.0,96.0,111.0,90.0,92.0,110.0,101.4,7.5,1.96,6.6,94.80000000000001,108.0,8.6,8.5,6.6,101.4 (±6.6),8.6 (±6.6),8.5% (±6.6%)
Кюстендил,Рила,Female,32.0,34.0,38.0,36.0,44.0,34.0,49.0,36.8,4.1,1.96,3.6,33.199999999999996,40.4,12.2,33.2,11.9,36.8 (±3.6),12.2 (±3.6),33.2% (±11.9%)
Кюстендил,Рила,Male,38.0,42.0,43.0,21.0,37.0,36.0,47.0,36.2,7.9,1.96,6.9,29.300000000000004,43.1,10.8,29.8,20.8,36.2 (±6.9),10.8 (±6.9),29.8% (±20.8%)
Кюстендил,Рила,Total,70.0,76.0,81.0,57.0,81.0,70.0,96.0,73.0,9.0,1.96,7.9,65.1,80.9,23.0,31.5,12.8,73.0 (±7.9),23.0 (±7.9),31.5% (±12.8%)
Кюстендил,Сапарева баня,Female,57.0,62.0,52.0,62.0,55.0,62.0,97.0,57.6,3.9,1.96,3.4,54.2,61.0,39.4,68.4,9.4,57.6 (±3.4),39.4 (±3.4),68.4% (±9.4%)
Кюстендил,Сапарева баня,Male,85.0,64.0,83.0,77.0,83.0,109.0,88.0,78.4,7.7,1.96,6.7,71.7,85.10000000000001,9.6,12.2,8.8,78.4 (±6.7),9.6 (±6.7),12.2% (±8.8%)
Кюстендил,Сапарева баня,Total,142.0,126.0,135.0,139.0,138.0,171.0,185.0,136.0,5.5,1.96,4.8,131.2,140.8,49.0,36.0,4.6,136.0 (±4.8),49.0 (±4.8),36.0% (±4.6%)
Кюстендил,Трекляно,Female,17.0,20.0,10.0,17.0,21.0,8.0,16.0,17.0,3.8,1.96,3.3,13.7,20.3,-1.0,-5.9,15.3,17.0 (±3.3),-1.0 (±3.3),-5.9% (±15.3%)
Кюстендил,Трекляно,Male,21.0,22.0,16.0,14.0,18.0,13.0,23.0,18.2,3.0,1.96,2.6,15.6,20.8,4.8,26.4,15.8,18.2 (±2.6),4.8 (±2.6),26.4% (±15.8%)
Кюстендил,Трекляно,Total,38.0,42.0,26.0,31.0,39.0,21.0,39.0,35.2,5.8,1.96,5.1,30.1,40.300000000000004,3.8,10.8,14.0,35.2 (±5.1),3.8 (±5.1),10.8% (±14.0%)
Ловеч,Априлци,Female,43.0,40.0,51.0,30.0,44.0,44.0,48.0,41.6,6.8,1.96,6.0,35.6,47.6,6.4,15.4,14.6,41.6 (±6.0),6.4 (±6.0),15.4% (±14.6%)
Ловеч,Априлци,Male,49.0,56.0,34.0,39.0,37.0,42.0,49.0,43.0,8.2,1.96,7.2,35.8,50.2,6.0,14.0,16.4,43.0 (±7.2),6.0 (±7.2),14.0% (±16.4%)
Ловеч,Априлци,Total,92.0,96.0,85.0,69.0,81.0,86.0,97.0,84.6,9.4,1.96,8.2,76.39999999999999,92.8,12.4,14.7,10.2,84.6 (±8.2),12.4 (±8.2),14.7% (±10.2%)
Ловеч,Летница,Female,27.0,45.0,48.0,41.0,37.0,40.0,53.0,39.6,7.3,1.96,6.4,33.2,46.0,13.4,33.8,18.6,39.6 (±6.4),13.4 (±6.4),33.8% (±18.6%)
Ловеч,Летница,Male,33.0,49.0,38.0,38.0,53.0,55.0,50.0,42.2,7.5,1.96,6.6,35.6,48.800000000000004,7.8,18.5,16.0,42.2 (±6.6),7.8 (±6.6),18.5% (±16.0%)
Ловеч,Летница,Total,60.0,94.0,86.0,79.0,90.0,95.0,103.0,81.8,12.0,1.96,10.5,71.3,92.3,21.2,25.9,14.3,81.8 (±10.5),21.2 (±10.5),25.9% (±14.3%)
Ловеч,Ловеч,Female,410.0,431.0,393.0,400.0,419.0,473.0,515.0,410.6,13.5,1.96,11.8,398.8,422.40000000000003,104.4,25.4,3.5,410.6 (±11.8),104.4 (±11.8),25.4% (±3.5%)
Ловеч,Ловеч,Male,447.0,448.0,512.0,468.0,488.0,524.0,617.0,472.6,24.8,1.96,21.7,450.90000000000003,494.3,144.4,30.6,5.8,472.6 (±21.7),144.4 (±21.7),30.6% (±5.8%)
Ловеч,Ловеч,Total,857.0,879.0,905.0,868.0,907.0,997.0,1132.0,883.2,19.9,1.96,17.4,865.8000000000001,900.6,248.8,28.2,2.5,883.2 (±17.4),248.8 (±17.4),28.2% (±2.5%)
Ловеч,Луковит,Female,166.0,156.0,166.0,138.0,148.0,160.0,190.0,154.8,10.8,1.96,9.5,145.3,164.3,35.2,22.7,7.1,154.8 (±9.5),35.2 (±9.5),22.7% (±7.1%)
Ловеч,Луковит,Male,156.0,163.0,191.0,161.0,178.0,187.0,210.0,169.8,12.9,1.96,11.3,158.5,181.10000000000002,40.2,23.7,7.7,169.8 (±11.3),40.2 (±11.3),23.7% (±7.7%)
Ловеч,Луковит,Total,322.0,319.0,357.0,299.0,326.0,347.0,400.0,324.6,18.7,1.96,16.4,308.20000000000005,341.0,75.4,23.2,5.9,324.6 (±16.4),75.4 (±16.4),23.2% (±5.9%)
Ловеч,Тетевен,Female,160.0,130.0,184.0,140.0,145.0,185.0,217.0,151.8,18.8,1.96,16.5,135.3,168.3,65.2,43.0,14.1,151.8 (±16.5),65.2 (±16.5),43.0% (±14.1%)
Ловеч,Тетевен,Male,183.0,153.0,190.0,170.0,176.0,195.0,239.0,174.4,12.6,1.96,11.0,163.4,185.4,64.6,37.0,8.1,174.4 (±11.0),64.6 (±11.0),37.0% (±8.1%)
Ловеч,Тетевен,Total,343.0,283.0,374.0,310.0,321.0,380.0,456.0,326.2,30.7,1.96,26.9,299.3,353.09999999999997,129.8,39.8,10.7,326.2 (±26.9),129.8 (±26.9),39.8% (±10.7%)
Ловеч,Троян,Female,278.0,255.0,306.0,281.0,309.0,285.0,393.0,285.8,19.9,1.96,17.4,268.40000000000003,303.2,107.2,37.5,7.9,285.8 (±17.4),107.2 (±17.4),37.5% (±7.9%)
Ловеч,Троян,Male,298.0,280.0,272.0,305.0,291.0,312.0,399.0,289.2,11.9,1.96,10.4,278.8,299.59999999999997,109.8,38.0,4.8,289.2 (±10.4),109.8 (±10.4),38.0% (±4.8%)
Ловеч,Троян,Total,576.0,535.0,578.0,586.0,600.0,597.0,792.0,575.0,21.7,1.96,19.0,556.0,594.0,217.0,37.7,4.4,575.0 (±19.0),217.0 (±19.0),37.7% (±4.4%)
Ловеч,Угърчин,Female,107.0,90.0,85.0,85.0,69.0,77.0,84.0,87.2,12.2,1.96,10.7,76.5,97.9,-3.2,-3.7,10.5,87.2 (±10.7),-3.2 (±10.7),-3.7% (±10.5%)
Ловеч,Угърчин,Male,82.0,103.0,93.0,81.0,70.0,73.0,83.0,85.8,11.3,1.96,9.9,75.89999999999999,95.7,-2.8,-3.3,10.0,85.8 (±9.9),-2.8 (±9.9),-3.3% (±10.0%)
Ловеч,Угърчин,Total,189.0,193.0,178.0,166.0,139.0,150.0,167.0,173.0,19.4,1.96,17.0,156.0,190.0,-6.0,-3.5,8.6,173.0 (±17.0),-6.0 (±17.0),-3.5% (±8.6%)
Ловеч,Ябланица,Female,49.0,48.0,58.0,55.0,57.0,49.0,76.0,53.4,4.1,1.96,3.6,49.8,57.0,22.6,42.3,9.0,53.4 (±3.6),22.6 (±3.6),42.3% (±9.0%)
Ловеч,Ябланица,Male,54.0,63.0,78.0,50.0,61.0,53.0,74.0,61.2,9.6,1.96,8.4,52.800000000000004,69.60000000000001,12.8,20.9,14.6,61.2 (±8.4),12.8 (±8.4),20.9% (±14.6%)
Ловеч,Ябланица,Total,103.0,111.0,136.0,105.0,118.0,102.0,150.0,114.6,11.9,1.96,10.4,104.19999999999999,125.0,35.4,30.9,10.9,114.6 (±10.4),35.4 (±10.4),30.9% (±10.9%)
Монтана,Берковица,Female,218.0,196.0,203.0,207.0,195.0,220.0,226.0,203.8,8.4,1.96,7.4,196.4,211.20000000000002,22.2,10.9,3.9,203.8 (±7.4),22.2 (±7.4),10.9% (±3.9%)
Монтана,Берковица,Male,182.0,200.0,181.0,183.0,164.0,245.0,254.0,182.0,11.4,1.96,10.0,172.0,192.0,72.0,39.6,7.3,182.0 (±10.0),72.0 (±10.0),39.6% (±7.3%)
Монтана,Берковица,Total,400.0,396.0,384.0,390.0,359.0,465.0,480.0,385.8,14.5,1.96,12.7,373.1,398.5,94.2,24.4,3.9,385.8 (±12.7),94.2 (±12.7),24.4% (±3.9%)
Монтана,Бойчиновци,Female,116.0,109.0,108.0,119.0,118.0,116.0,117.0,114.0,4.6,1.96,4.0,110.0,118.0,3.0,2.6,3.4,114.0 (±4.0),3.0 (±4.0),2.6% (±3.4%)
Монтана,Бойчиновци,Male,137.0,119.0,127.0,109.0,114.0,118.0,159.0,121.2,9.9,1.96,8.7,112.5,129.9,37.8,31.2,8.8,121.2 (±8.7),37.8 (±8.7),31.2% (±8.8%)
Монтана,Бойчиновци,Total,253.0,228.0,235.0,228.0,232.0,234.0,276.0,235.2,9.3,1.96,8.2,227.0,243.39999999999998,40.8,17.3,3.9,235.2 (±8.2),40.8 (±8.2),17.3% (±3.9%)
Монтана,Брусарци,Female,69.0,52.0,63.0,58.0,54.0,49.0,75.0,59.2,6.2,1.96,5.4,53.800000000000004,64.60000000000001,15.8,26.7,10.6,59.2 (±5.4),15.8 (±5.4),26.7% (±10.6%)
Монтана,Брусарци,Male,64.0,78.0,58.0,66.0,57.0,76.0,96.0,64.6,7.5,1.96,6.6,57.99999999999999,71.19999999999999,31.4,48.6,13.8,64.6 (±6.6),31.4 (±6.6),48.6% (±13.8%)
Монтана,Брусарци,Total,133.0,130.0,121.0,124.0,111.0,125.0,171.0,123.8,7.7,1.96,6.7,117.1,130.5,47.2,38.1,7.1,123.8 (±6.7),47.2 (±6.7),38.1% (±7.1%)
Монтана,Вълчедръм,Female,117.0,99.0,116.0,103.0,108.0,120.0,155.0,108.6,7.1,1.96,6.2,102.39999999999999,114.8,46.4,42.7,7.7,108.6 (±6.2),46.4 (±6.2),42.7% (±7.7%)
Монтана,Вълчедръм,Male,123.0,132.0,117.0,103.0,113.0,112.0,131.0,117.6,9.7,1.96,8.5,109.1,126.1,13.4,11.4,7.5,117.6 (±8.5),13.4 (±8.5),11.4% (±7.5%)
Монтана,Вълчедръм,Total,240.0,231.0,233.0,206.0,221.0,232.0,286.0,226.2,11.8,1.96,10.3,215.89999999999998,236.5,59.8,26.4,5.5,226.2 (±10.3),59.8 (±10.3),26.4% (±5.5%)
Монтана,Вършец,Female,64.0,78.0,66.0,75.0,77.0,80.0,89.0,72.0,5.8,1.96,5.1,66.9,77.1,17.0,23.6,8.2,72.0 (±5.1),17.0 (±5.1),23.6% (±8.2%)
Монтана,Вършец,Male,94.0,77.0,74.0,79.0,66.0,87.0,92.0,78.0,9.1,1.96,8.0,70.0,86.0,14.0,17.9,10.9,78.0 (±8.0),14.0 (±8.0),17.9% (±10.9%)
Монтана,Вършец,Total,158.0,155.0,140.0,154.0,143.0,167.0,181.0,150.0,7.1,1.96,6.2,143.8,156.2,31.0,20.7,4.8,150.0 (±6.2),31.0 (±6.2),20.7% (±4.8%)
Монтана,Георги Дамяново,Female,40.0,42.0,49.0,43.0,43.0,41.0,50.0,43.4,3.0,1.96,2.6,40.8,46.0,6.6,15.2,6.5,43.4 (±2.6),6.6 (±2.6),15.2% (±6.5%)
Монтана,Георги Дамяново,Male,61.0,49.0,31.0,50.0,43.0,51.0,50.0,46.8,9.8,1.96,8.6,38.199999999999996,55.4,3.2,6.8,16.5,46.8 (±8.6),3.2 (±8.6),6.8% (±16.5%)
Монтана,Георги Дамяново,Total,101.0,91.0,80.0,93.0,86.0,92.0,100.0,90.2,7.0,1.96,6.1,84.10000000000001,96.3,9.8,10.9,7.1,90.2 (±6.1),9.8 (±6.1),10.9% (±7.1%)
Монтана,Лом,Female,282.0,279.0,240.0,304.0,282.0,285.0,359.0,277.4,20.7,1.96,18.1,259.29999999999995,295.5,81.6,29.4,7.9,277.4 (±18.1),81.6 (±18.1),29.4% (±7.9%)
Монтана,Лом,Male,254.0,302.0,272.0,249.0,236.0,349.0,374.0,262.6,22.8,1.96,20.0,242.60000000000002,282.6,111.4,42.4,10.1,262.6 (±20.0),111.4 (±20.0),42.4% (±10.1%)
Монтана,Лом,Total,536.0,581.0,512.0,553.0,518.0,634.0,733.0,540.0,25.0,1.96,21.9,518.1,561.9,193.0,35.7,5.2,540.0 (±21.9),193.0 (±21.9),35.7% (±5.2%)
Монтана,Медковец,Female,38.0,47.0,55.0,46.0,49.0,59.0,66.0,47.0,5.5,1.96,4.8,42.2,51.8,19.0,40.4,13.0,47.0 (±4.8),19.0 (±4.8),40.4% (±13.0%)
Монтана,Медковец,Male,48.0,57.0,57.0,61.0,58.0,41.0,66.0,56.2,4.4,1.96,3.9,52.300000000000004,60.1,9.8,17.4,7.6,56.2 (±3.9),9.8 (±3.9),17.4% (±7.6%)
Монтана,Медковец,Total,86.0,104.0,112.0,107.0,107.0,100.0,132.0,103.2,9.0,1.96,7.9,95.3,111.10000000000001,28.8,27.9,9.1,103.2 (±7.9),28.8 (±7.9),27.9% (±9.1%)
Монтана,Монтана,Female,377.0,350.0,367.0,364.0,385.0,393.0,546.0,368.6,11.9,1.96,10.4,358.20000000000005,379.0,177.4,48.1,4.0,368.6 (±10.4),177.4 (±10.4),48.1% (±4.0%)
Монтана,Монтана,Male,459.0,426.0,411.0,408.0,439.0,564.0,627.0,428.6,18.8,1.96,16.5,412.1,445.1,198.4,46.3,5.4,428.6 (±16.5),198.4 (±16.5),46.3% (±5.4%)
Монтана,Монтана,Total,836.0,776.0,778.0,772.0,824.0,957.0,1173.0,797.2,27.1,1.96,23.8,773.4000000000001,821.0,375.8,47.1,4.2,797.2 (±23.8),375.8 (±23.8),47.1% (±4.2%)
Монтана,Чипровци,Female,52.0,48.0,43.0,45.0,39.0,47.0,69.0,45.4,4.4,1.96,3.9,41.5,49.3,23.6,52.0,12.0,45.4 (±3.9),23.6 (±3.9),52.0% (±12.0%)
Монтана,Чипровци,Male,38.0,46.0,66.0,55.0,48.0,59.0,68.0,50.6,9.4,1.96,8.2,42.400000000000006,58.8,17.4,34.4,18.8,50.6 (±8.2),17.4 (±8.2),34.4% (±18.8%)
Монтана,Чипровци,Total,90.0,94.0,109.0,100.0,87.0,106.0,137.0,96.0,7.8,1.96,6.8,89.2,102.8,41.0,42.7,9.4,96.0 (±6.8),41.0 (±6.8),42.7% (±9.4%)
Монтана,Якимово,Female,54.0,54.0,54.0,52.0,49.0,52.0,72.0,52.6,2.0,1.96,1.8,50.800000000000004,54.4,19.4,36.9,4.5,52.6 (±1.8),19.4 (±1.8),36.9% (±4.5%)
Монтана,Якимово,Male,63.0,56.0,54.0,62.0,62.0,52.0,74.0,59.4,3.7,1.96,3.2,56.199999999999996,62.6,14.6,24.6,6.4,59.4 (±3.2),14.6 (±3.2),24.6% (±6.4%)
Монтана,Якимово,Total,117.0,110.0,108.0,114.0,111.0,104.0,146.0,112.0,3.2,1.96,2.8,109.2,114.8,34.0,30.4,3.2,112.0 (±2.8),34.0 (±2.8),30.4% (±3.2%)
Пазарджик,Батак,Female,51.0,46.0,56.0,38.0,53.0,59.0,72.0,48.8,6.3,1.96,5.5,43.3,54.3,23.2,47.5,14.9,48.8 (±5.5),23.2 (±5.5),47.5% (±14.9%)
Пазарджик,Батак,Male,48.0,44.0,46.0,44.0,52.0,68.0,71.0,46.8,3.0,1.96,2.6,44.199999999999996,49.4,24.2,51.7,8.0,46.8 (±2.6),24.2 (±2.6),51.7% (±8.0%)
Пазарджик,Батак,Total,99.0,90.0,102.0,82.0,105.0,127.0,143.0,95.6,8.5,1.96,7.5,88.1,103.1,47.4,49.6,10.9,95.6 (±7.5),47.4 (±7.5),49.6% (±10.9%)
Пазарджик,Белово,Female,74.0,85.0,83.0,65.0,91.0,87.0,102.0,79.6,9.1,1.96,8.0,71.6,87.6,22.4,28.1,11.7,79.6 (±8.0),22.4 (±8.0),28.1% (±11.7%)
Пазарджик,Белово,Male,74.0,89.0,96.0,92.0,94.0,119.0,110.0,89.0,7.8,1.96,6.8,82.2,95.8,21.0,23.6,8.8,89.0 (±6.8),21.0 (±6.8),23.6% (±8.8%)
Пазарджик,Белово,Total,148.0,174.0,179.0,157.0,185.0,206.0,212.0,168.6,13.9,1.96,12.2,156.4,180.79999999999998,43.4,25.7,8.4,168.6 (±12.2),43.4 (±12.2),25.7% (±8.4%)
Пазарджик,Брацигово,Female,81.0,81.0,86.0,70.0,87.0,101.0,109.0,81.0,6.0,1.96,5.3,75.7,86.3,28.0,34.6,8.3,81.0 (±5.3),28.0 (±5.3),34.6% (±8.3%)
Пазарджик,Брацигово,Male,84.0,91.0,84.0,99.0,100.0,78.0,119.0,91.6,6.9,1.96,6.0,85.6,97.6,27.4,29.9,8.0,91.6 (±6.0),27.4 (±6.0),29.9% (±8.0%)
Пазарджик,Брацигово,Total,165.0,172.0,170.0,169.0,187.0,179.0,228.0,172.6,7.6,1.96,6.7,165.9,179.29999999999998,55.4,32.1,4.9,172.6 (±6.7),55.4 (±6.7),32.1% (±4.9%)
Пазарджик,Велинград,Female,252.0,255.0,221.0,225.0,230.0,289.0,305.0,236.6,14.1,1.96,12.4,224.2,249.0,68.4,28.9,6.4,236.6 (±12.4),68.4 (±12.4),28.9% (±6.4%)
Пазарджик,Велинград,Male,244.0,225.0,268.0,255.0,239.0,297.0,332.0,246.2,14.6,1.96,12.8,233.39999999999998,259.0,85.8,34.8,6.6,246.2 (±12.8),85.8 (±12.8),34.8% (±6.6%)
Пазарджик,Велинград,Total,496.0,480.0,489.0,480.0,469.0,586.0,637.0,482.8,9.2,1.96,8.1,474.7,490.90000000000003,154.2,31.9,2.1,482.8 (±8.1),154.2 (±8.1),31.9% (±2.1%)
Пазарджик,Лесичово,Female,73.0,58.0,68.0,77.0,59.0,44.0,71.0,67.0,7.5,1.96,6.6,60.4,73.6,4.0,6.0,9.5,67.0 (±6.6),4.0 (±6.6),6.0% (±9.5%)
Пазарджик,Лесичово,Male,47.0,71.0,59.0,56.0,57.0,83.0,90.0,58.0,7.7,1.96,6.7,51.3,64.7,32.0,55.2,16.1,58.0 (±6.7),32.0 (±6.7),55.2% (±16.1%)
Пазарджик,Лесичово,Total,120.0,129.0,127.0,133.0,116.0,127.0,161.0,125.0,6.2,1.96,5.4,119.6,130.4,36.0,28.8,5.3,125.0 (±5.4),36.0 (±5.4),28.8% (±5.3%)
