Region,Location,Sex,2015,2016,2017,2018,2019,2020,2021,Mean/Expected_Mortality,Mortality,STANDARD_DEVIATION,Z-Score(95%),Conf_interval,Lower_bound_Mean/Expected_Mortality,Upper_bound_Mean/Expected_Mortality,Excess_mortality,P_Score,P_Score_fluctuation,Mean/Expected_Mortality ±,Excess_mortality ±,P_Score ±
Благоевград,Гоце Делчев,Male,182.0,187.0,191.0,195.0,193.0,228.0,280.0,379.2,508.0,4.6,1.96,4.0,375.2,383.2,128.8,34.0,1.4,379.2 (±4.0),128.8 (±4.0),34.0% (±1.4%)
Благоевград,Гоце Делчев,Total,350.0,350.0,368.0,353.0,380.0,417.0,515.0,720.4,932.0,11.9,1.96,10.4,710.0,730.8,211.6,29.4,1.9,720.4 (±10.4),211.6 (±10.4),29.4% (±1.9%)
Благоевград,Гърмен,Female,63.0,76.0,72.0,69.0,83.0,72.0,104.0,145.2,176.0,6.7,1.96,5.9,139.29999999999998,151.1,30.8,21.2,4.7,145.2 (±5.9),30.8 (±5.9),21.2% (±4.7%)
Благоевград,Гърмен,Male,77.0,91.0,63.0,82.0,85.0,91.0,91.0,159.2,182.0,9.5,1.96,8.3,150.89999999999998,167.5,22.8,14.3,5.6,159.2 (±8.3),22.8 (±8.3),14.3% (±5.6%)
Благоевград,Гърмен,Total,140.0,167.0,135.0,151.0,168.0,163.0,195.0,304.4,358.0,13.5,1.96,11.8,292.59999999999997,316.2,53.6,17.6,4.4,304.4 (±11.8),53.6 (±11.8),17.6% (±4.4%)
Благоевград,Кресна,Female,56.0,42.0,47.0,39.0,35.0,50.0,75.0,87.6,125.0,7.2,1.96,6.3,81.3,93.89999999999999,37.4,42.7,9.6,87.6 (±6.3),37.4 (±6.3),42.7% (±9.6%)
Благоевград,Кресна,Male,48.0,57.0,51.0,40.0,58.0,59.0,83.0,101.6,142.0,6.6,1.96,5.8,95.8,107.39999999999999,40.4,39.8,7.6,101.6 (±5.8),40.4 (±5.8),39.8% (±7.6%)
Благоевград,Кресна,Total,104.0,99.0,98.0,79.0,93.0,109.0,158.0,189.2,267.0,8.5,1.96,7.5,181.7,196.7,77.8,41.1,5.4,189.2 (±7.5),77.8 (±7.5),41.1% (±5.4%)
Благоевград,Петрич,Female,338.0,314.0,305.0,299.0,312.0,393.0,461.0,627.2,854.0,13.3,1.96,11.7,615.5,638.9000000000001,226.8,36.2,2.5,627.2 (±11.7),226.8 (±11.7),36.2% (±2.5%)
Благоевград,Петрич,Male,407.0,365.0,391.0,406.0,401.0,456.0,635.0,788.0,1091.0,15.6,1.96,13.7,774.3,801.7,303.0,38.5,2.4,788.0 (±13.7),303.0 (±13.7),38.5% (±2.4%)
Благоевград,Петрич,Total,745.0,679.0,696.0,705.0,713.0,849.0,1096.0,1415.2,1945.0,21.9,1.96,19.2,1396.0,1434.4,529.8,37.4,1.8,1415.2 (±19.2),529.8 (±19.2),37.4% (±1.8%)
Благоевград,Разлог,Female,135.0,124.0,138.0,162.0,133.0,167.0,176.0,276.8,343.0,12.7,1.96,11.1,265.7,287.90000000000003,66.2,23.9,4.8,276.8 (±11.1),66.2 (±11.1),23.9% (±4.8%)
Благоевград,Разлог,Male,155.0,154.0,134.0,160.0,144.0,183.0,192.0,298.8,375.0,9.3,1.96,8.2,290.6,307.0,76.2,25.5,3.4,298.8 (±8.2),76.2 (±8.2),25.5% (±3.4%)
Благоевград,Разлог,Total,290.0,278.0,272.0,322.0,277.0,350.0,368.0,575.6,718.0,18.1,1.96,15.9,559.7,591.5,142.4,24.7,3.3,575.6 (±15.9),142.4 (±15.9),24.7% (±3.3%)
Благоевград,Сандански,Female,240.0,238.0,242.0,257.0,253.0,301.0,352.0,492.0,653.0,7.6,1.96,6.7,485.3,498.7,161.0,32.7,1.8,492.0 (±6.7),161.0 (±6.7),32.7% (±1.8%)
Благоевград,Сандански,Male,294.0,295.0,305.0,304.0,277.0,355.0,457.0,590.0,812.0,10.1,1.96,8.9,581.1,598.9,222.0,37.6,2.0,590.0 (±8.9),222.0 (±8.9),37.6% (±2.0%)
Благоевград,Сандански,Total,534.0,533.0,547.0,561.0,530.0,656.0,809.0,1082.0,1465.0,11.6,1.96,10.2,1071.8,1092.2,383.0,35.4,1.3,1082.0 (±10.2),383.0 (±10.2),35.4% (±1.3%)
Благоевград,Сатовча,Female,69.0,74.0,68.0,78.0,63.0,87.0,109.0,140.8,196.0,5.2,1.96,4.6,136.20000000000002,145.4,55.2,39.2,4.4,140.8 (±4.6),55.2 (±4.6),39.2% (±4.4%)
Благоевград,Сатовча,Male,72.0,68.0,95.0,88.0,87.0,102.0,110.0,164.0,212.0,10.3,1.96,9.0,155.0,173.0,48.0,29.3,6.8,164.0 (±9.0),48.0 (±9.0),29.3% (±6.8%)
Благоевград,Сатовча,Total,141.0,142.0,163.0,166.0,150.0,189.0,219.0,304.8,408.0,10.4,1.96,9.1,295.7,313.90000000000003,103.2,33.9,3.9,304.8 (±9.1),103.2 (±9.1),33.9% (±3.9%)
Благоевград,Симитли,Female,89.0,107.0,100.0,109.0,135.0,153.0,140.0,216.0,293.0,15.2,1.96,13.3,202.7,229.3,77.0,35.6,7.8,216.0 (±13.3),77.0 (±13.3),35.6% (±7.8%)
Благоевград,Симитли,Male,123.0,112.0,132.0,131.0,111.0,134.0,177.0,243.6,311.0,9.0,1.96,7.9,235.7,251.5,67.4,27.7,4.0,243.6 (±7.9),67.4 (±7.9),27.7% (±4.0%)
Благоевград,Симитли,Total,212.0,219.0,232.0,240.0,246.0,287.0,317.0,459.6,604.0,12.7,1.96,11.1,448.5,470.70000000000005,144.4,31.4,3.1,459.6 (±11.1),144.4 (±11.1),31.4% (±3.1%)
Благоевград,Струмяни,Female,57.0,51.0,56.0,57.0,68.0,67.0,82.0,115.6,149.0,5.6,1.96,4.9,110.69999999999999,120.5,33.4,28.9,5.2,115.6 (±4.9),33.4 (±4.9),28.9% (±5.2%)
Благоевград,Струмяни,Male,66.0,64.0,51.0,45.0,44.0,75.0,92.0,108.0,167.0,9.3,1.96,8.2,99.8,116.2,59.0,54.6,10.9,108.0 (±8.2),59.0 (±8.2),54.6% (±10.9%)
Благоевград,Струмяни,Total,123.0,115.0,107.0,102.0,112.0,142.0,174.0,223.6,316.0,7.1,1.96,6.2,217.4,229.79999999999998,92.4,41.3,3.8,223.6 (±6.2),92.4 (±6.2),41.3% (±3.8%)
Благоевград,Хаджидимово,Female,68.0,60.0,72.0,48.0,55.0,61.0,84.0,121.2,145.0,8.7,1.96,7.6,113.60000000000001,128.8,23.8,19.6,7.0,121.2 (±7.6),23.8 (±7.6),19.6% (±7.0%)
Благоевград,Хаджидимово,Male,77.0,66.0,67.0,73.0,72.0,81.0,109.0,142.0,190.0,4.0,1.96,3.5,138.5,145.5,48.0,33.8,3.2,142.0 (±3.5),48.0 (±3.5),33.8% (±3.2%)
Благоевград,Хаджидимово,Total,145.0,126.0,139.0,121.0,127.0,142.0,193.0,263.2,335.0,8.9,1.96,7.8,255.39999999999998,271.0,71.8,27.3,3.7,263.2 (±7.8),71.8 (±7.8),27.3% (±3.7%)
Благоевград,Якоруда,Female,77.0,54.0,65.0,64.0,54.0,97.0,91.0,125.6,188.0,8.5,1.96,7.5,118.1,133.1,62.4,49.7,8.5,125.6 (±7.5),62.4 (±7.5),49.7% (±8.5%)
Благоевград,Якоруда,Male,77.0,57.0,78.0,64.0,66.0,89.0,87.0,136.8,176.0,8.0,1.96,7.0,129.8,143.8,39.2,28.7,6.3,136.8 (±7.0),39.2 (±7.0),28.7% (±6.3%)
Благоевград,Якоруда,Total,154.0,111.0,143.0,128.0,120.0,186.0,178.0,262.4,364.0,15.5,1.96,13.6,248.79999999999998,276.0,101.6,38.7,6.8,262.4 (±13.6),101.6 (±13.6),38.7% (±6.8%)
Бургас,Айтос,Female,183.0,158.0,189.0,143.0,192.0,228.0,248.0,346.0,476.0,19.2,1.96,16.8,329.2,362.8,130.0,37.6,6.4,346.0 (±16.8),130.0 (±16.8),37.6% (±6.4%)
