Location,Age,Sex,2017,2018,2019,avg_population
Pleven,(35-39),Total,14272.0,13757.0,13315.0,13781.33
Pleven,(40-44),Female,8054.0,7791.0,7394.0,7746.33
Pleven,(40-44),Male,8664.0,8432.0,8146.0,8414.0
Pleven,(40-44),Total,16718.0,16223.0,15540.0,16160.33
Pleven,(45-49),Female,8467.0,8324.0,8189.0,8326.67
Pleven,(45-49),Male,9270.0,9067.0,8881.0,9072.67
Pleven,(45-49),Total,17737.0,17391.0,17070.0,17399.33
Pleven,(5-9),Female,5628.0,5452.0,5339.0,5473.0
Pleven,(5-9),Male,5857.0,5684.0,5640.0,5727.0
Pleven,(5-9),Total,11485.0,11136.0,10979.0,11200.0
Pleven,(50-54),Female,7827.0,7942.0,8079.0,7949.33
Pleven,(50-54),Male,8210.0,8197.0,8388.0,8265.0
Pleven,(50-54),Total,16037.0,16139.0,16467.0,16214.33
Pleven,(55-59),Female,8695.0,8397.0,8125.0,8405.67
Pleven,(55-59),Male,8808.0,8642.0,8418.0,8622.67
Pleven,(55-59),Total,17503.0,17039.0,16543.0,17028.33
Pleven,(60-64),Female,9445.0,9258.0,9167.0,9290.0
Pleven,(60-64),Male,8898.0,8745.0,8670.0,8771.0
Pleven,(60-64),Total,18343.0,18003.0,17837.0,18061.0
Pleven,(65-69),Female,10503.0,10008.0,9504.0,10005.0
Pleven,(65-69),Male,8898.0,8585.0,8159.0,8547.33
Pleven,(65-69),Total,19401.0,18593.0,17663.0,18552.33
Pleven,(70-74),Female,9770.0,10171.0,10278.0,10073.0
Pleven,(70-74),Male,7263.0,7484.0,7584.0,7443.67
Pleven,(70-74),Total,17033.0,17655.0,17862.0,17516.67
Pleven,(75-79),Female,7231.0,7218.0,7375.0,7274.67
Pleven,(75-79),Male,4424.0,4540.0,4737.0,4567.0
Pleven,(75-79),Total,11655.0,11758.0,12112.0,11841.67
Pleven,(80-84),Female,5476.0,5452.0,5345.0,5424.33
Pleven,(80-84),Male,3242.0,3028.0,2844.0,3038.0
Pleven,(80-84),Total,8718.0,8480.0,8189.0,8462.33
Pleven,(85-89),Female,2892.0,2971.0,3012.0,2958.33
Pleven,(85-89),Male,1487.0,1585.0,1593.0,1555.0
Pleven,(85-89),Total,4379.0,4556.0,4605.0,4513.33
Pleven,(90+),Female,1003.0,1026.0,1080.0,1036.33
Pleven,(90+),Male,500.0,493.0,491.0,494.67
Pleven,(90+),Total,1503.0,1519.0,1571.0,1531.0
Plovdiv,(0-4),Female,15929.0,15983.0,15891.0,15934.33
Plovdiv,(0-4),Male,16776.0,16848.0,16612.0,16745.33
Plovdiv,(0-4),Total,32705.0,32831.0,32503.0,32679.67
Plovdiv,(10-14),Female,15020.0,15358.0,15798.0,15392.0
Plovdiv,(10-14),Male,15817.0,16311.0,16824.0,16317.33
Plovdiv,(10-14),Total,30837.0,31669.0,32622.0,31709.33
Plovdiv,(15-19),Female,14354.0,14594.0,14774.0,14574.0
Plovdiv,(15-19),Male,15289.0,15383.0,15363.0,15345.0
Plovdiv,(15-19),Total,29643.0,29977.0,30137.0,29919.0
Plovdiv,(20-24),Female,15641.0,15144.0,14963.0,15249.33
Plovdiv,(20-24),Male,16459.0,15829.0,15633.0,15973.67
Plovdiv,(20-24),Total,32100.0,30973.0,30596.0,31223.0
Plovdiv,(25-29),Female,21475.0,20440.0,19257.0,20390.67
Plovdiv,(25-29),Male,21563.0,20731.0,19575.0,20623.0
Plovdiv,(25-29),Total,43038.0,41171.0,38832.0,41013.67
Plovdiv,(30-34),Female,23062.0,23286.0,23520.0,23289.33
Plovdiv,(30-34),Male,24003.0,23845.0,23765.0,23871.0
Plovdiv,(30-34),Total,47065.0,47131.0,47285.0,47160.33
Plovdiv,(35-39),Female,23652.0,23278.0,22875.0,23268.33
Plovdiv,(35-39),Male,25270.0,24909.0,24583.0,24920.67
Plovdiv,(35-39),Total,48922.0,48187.0,47458.0,48189.0
Plovdiv,(40-44),Female,25179.0,25336.0,25149.0,25221.33
Plovdiv,(40-44),Male,26251.0,26518.0,26303.0,26357.33
Plovdiv,(40-44),Total,51430.0,51854.0,51452.0,51578.67
Plovdiv,(45-49),Female,23945.0,23859.0,23891.0,23898.33
Plovdiv,(45-49),Male,24599.0,24459.0,24534.0,24530.67
Plovdiv,(45-49),Total,48544.0,48318.0,48425.0,48429.0
Plovdiv,(5-9),Female,16239.0,16269.0,16128.0,16212.0
Plovdiv,(5-9),Male,17559.0,17415.0,17315.0,17429.67
Plovdiv,(5-9),Total,33798.0,33684.0,33443.0,33641.67
Plovdiv,(50-54),Female,22086.0,22320.0,22727.0,22377.67
Plovdiv,(50-54),Male,21293.0,21724.0,22508.0,21841.67
Plovdiv,(50-54),Total,43379.0,44044.0,45235.0,44219.33
Plovdiv,(55-59),Female,23693.0,23383.0,23018.0,23364.67
Plovdiv,(55-59),Male,22137.0,21822.0,21365.0,21774.67
Plovdiv,(55-59),Total,45830.0,45205.0,44383.0,45139.33
Plovdiv,(60-64),Female,23517.0,23571.0,23842.0,23643.33
Plovdiv,(60-64),Male,20675.0,20662.0,20829.0,20722.0
Plovdiv,(60-64),Total,44192.0,44233.0,44671.0,44365.33
Plovdiv,(65-69),Female,24067.0,23718.0,23004.0,23596.33
Plovdiv,(65-69),Male,18377.0,18373.0,17962.0,18237.33
Plovdiv,(65-69),Total,42444.0,42091.0,40966.0,41833.67
Plovdiv,(70-74),Female,20874.0,21470.0,22503.0,21615.67
Plovdiv,(70-74),Male,14426.0,14740.0,15378.0,14848.0
Plovdiv,(70-74),Total,35300.0,36210.0,37881.0,36463.67
Plovdiv,(75-79),Female,16627.0,16546.0,16538.0,16570.33
Plovdiv,(75-79),Male,10111.0,9936.0,9990.0,10012.33
Plovdiv,(75-79),Total,26738.0,26482.0,26528.0,26582.67
Plovdiv,(80-84),Female,13176.0,13015.0,12717.0,12969.33
Plovdiv,(80-84),Male,7045.0,6945.0,6763.0,6917.67
Plovdiv,(80-84),Total,20221.0,19960.0,19480.0,19887.0
Plovdiv,(85-89),Female,6749.0,7117.0,7539.0,7135.0
Plovdiv,(85-89),Male,3453.0,3615.0,3694.0,3587.33
Plovdiv,(85-89),Total,10202.0,10732.0,11233.0,10722.33
Plovdiv,(90+),Female,2353.0,2471.0,2531.0,2451.67
Plovdiv,(90+),Male,1055.0,1111.0,1140.0,1102.0
Plovdiv,(90+),Total,3408.0,3582.0,3671.0,3553.67
Razgrad,(0-4),Female,2368.0,2338.0,2284.0,2330.0
Razgrad,(0-4),Male,2445.0,2488.0,2417.0,2450.0
Razgrad,(0-4),Total,4813.0,4826.0,4701.0,4780.0
Razgrad,(10-14),Female,2610.0,2618.0,2609.0,2612.33
Razgrad,(10-14),Male,2759.0,2766.0,2751.0,2758.67
Razgrad,(10-14),Total,5369.0,5384.0,5360.0,5371.0
Razgrad,(15-19),Female,2680.0,2655.0,2577.0,2637.33
Razgrad,(15-19),Male,2855.0,2865.0,2799.0,2839.67
Razgrad,(15-19),Total,5535.0,5520.0,5376.0,5477.0
Razgrad,(20-24),Female,2541.0,2309.0,2193.0,2347.67
Razgrad,(20-24),Male,2737.0,2529.0,2395.0,2553.67
Razgrad,(20-24),Total,5278.0,4838.0,4588.0,4901.33
Razgrad,(25-29),Female,3037.0,2943.0,2741.0,2907.0
Razgrad,(25-29),Male,3166.0,3045.0,2896.0,3035.67
Razgrad,(25-29),Total,6203.0,5988.0,5637.0,5942.67
Razgrad,(30-34),Female,3190.0,3087.0,2978.0,3085.0
Razgrad,(30-34),Male,3495.0,3384.0,3259.0,3379.33
Razgrad,(30-34),Total,6685.0,6471.0,6237.0,6464.33
Razgrad,(35-39),Female,3558.0,3422.0,3354.0,3444.67
Razgrad,(35-39),Male,3788.0,3713.0,3553.0,3684.67
Razgrad,(35-39),Total,7346.0,7135.0,6907.0,7129.33
Razgrad,(40-44),Female,4089.0,3980.0,3832.0,3967.0
Razgrad,(40-44),Male,4395.0,4240.0,4084.0,4239.67
Razgrad,(40-44),Total,8484.0,8220.0,7916.0,8206.67
Razgrad,(45-49),Female,4388.0,4320.0,4276.0,4328.0
Razgrad,(45-49),Male,4728.0,4692.0,4607.0,4675.67
Razgrad,(45-49),Total,9116.0,9012.0,8883.0,9003.67
Razgrad,(5-9),Female,2618.0,2561.0,2470.0,2549.67
Razgrad,(5-9),Male,2797.0,2659.0,2585.0,2680.33
Razgrad,(5-9),Total,5415.0,5220.0,5055.0,5230.0
Razgrad,(50-54),Female,4084.0,4174.0,4285.0,4181.0
Razgrad,(50-54),Male,4416.0,4415.0,4555.0,4462.0
Razgrad,(50-54),Total,8500.0,8589.0,8840.0,8643.0
Razgrad,(55-59),Female,4309.0,4238.0,4203.0,4250.0
Razgrad,(55-59),Male,4125.0,4170.0,4305.0,4200.0
Razgrad,(55-59),Total,8434.0,8408.0,8508.0,8450.0
Razgrad,(60-64),Female,4465.0,4403.0,4403.0,4423.67
Razgrad,(60-64),Male,4035.0,3978.0,3970.0,3994.33
Razgrad,(60-64),Total,8500.0,8381.0,8373.0,8418.0
Razgrad,(65-69),Female,4542.0,4458.0,4294.0,4431.33
Razgrad,(65-69),Male,3699.0,3631.0,3535.0,3621.67
Razgrad,(65-69),Total,8241.0,8089.0,7829.0,8053.0
Razgrad,(70-74),Female,4089.0,4218.0,4324.0,4210.33
Razgrad,(70-74),Male,2663.0,2812.0,2899.0,2791.33
Razgrad,(70-74),Total,6752.0,7030.0,7223.0,7001.67
Razgrad,(75-79),Female,2829.0,2943.0,3070.0,2947.33
Razgrad,(75-79),Male,1739.0,1758.0,1817.0,1771.33
Razgrad,(75-79),Total,4568.0,4701.0,4887.0,4718.67
Razgrad,(80-84),Female,1791.0,1748.0,1743.0,1760.67
Razgrad,(80-84),Male,1084.0,1047.0,1008.0,1046.33
Razgrad,(80-84),Total,2875.0,2795.0,2751.0,2807.0
Razgrad,(85-89),Female,837.0,836.0,893.0,855.33
Razgrad,(85-89),Male,391.0,421.0,467.0,426.33
Razgrad,(85-89),Total,1228.0,1257.0,1360.0,1281.67
Razgrad,(90+),Female,252.0,264.0,248.0,254.67
Razgrad,(90+),Male,120.0,101.0,110.0,110.33
Razgrad,(90+),Total,372.0,365.0,358.0,365.0
Ruse,(0-4),Female,4223.0,4240.0,4035.0,4166.0
Ruse,(0-4),Male,4739.0,4656.0,4530.0,4641.67
Ruse,(0-4),Total,8962.0,8896.0,8565.0,8807.67
Ruse,(10-14),Female,4556.0,4623.0,4750.0,4643.0
Ruse,(10-14),Male,4767.0,4873.0,4843.0,4827.67
Ruse,(10-14),Total,9323.0,9496.0,9593.0,9470.67
Ruse,(15-19),Female,4425.0,4437.0,4327.0,4396.33
Ruse,(15-19),Male,4755.0,4778.0,4736.0,4756.33
Ruse,(15-19),Total,9180.0,9215.0,9063.0,9152.67
Ruse,(20-24),Female,5146.0,4729.0,4532.0,4802.33
Ruse,(20-24),Male,5900.0,5371.0,5181.0,5484.0
Ruse,(20-24),Total,11046.0,10100.0,9713.0,10286.33
Ruse,(25-29),Female,6295.0,6074.0,5668.0,6012.33
Ruse,(25-29),Male,7642.0,7377.0,6866.0,7295.0
Ruse,(25-29),Total,13937.0,13451.0,12534.0,13307.33
Ruse,(30-34),Female,6741.0,6712.0,6722.0,6725.0
Ruse,(30-34),Male,7481.0,7488.0,7463.0,7477.33
Ruse,(30-34),Total,14222.0,14200.0,14185.0,14202.33
Ruse,(35-39),Female,6722.0,6628.0,6463.0,6604.33
Ruse,(35-39),Male,7581.0,7441.0,7247.0,7423.0
Ruse,(35-39),Total,14303.0,14069.0,13710.0,14027.33
Ruse,(40-44),Female,8219.0,7910.0,7475.0,7868.0
Ruse,(40-44),Male,8552.0,8382.0,7997.0,8310.33
Ruse,(40-44),Total,16771.0,16292.0,15472.0,16178.33
Ruse,(45-49),Female,7981.0,7910.0,7982.0,7957.67
Ruse,(45-49),Male,8333.0,8185.0,8178.0,8232.0
Ruse,(45-49),Total,16314.0,16095.0,16160.0,16189.67
Ruse,(5-9),Female,4680.0,4562.0,4461.0,4567.67
Ruse,(5-9),Male,5022.0,4921.0,4879.0,4940.67
Ruse,(5-9),Total,9702.0,9483.0,9340.0,9508.33
Ruse,(50-54),Female,7439.0,7508.0,7555.0,7500.67
Ruse,(50-54),Male,7517.0,7596.0,7687.0,7600.0
Ruse,(50-54),Total,14956.0,15104.0,15242.0,15100.67
Ruse,(55-59),Female,7740.0,7669.0,7685.0,7698.0
Ruse,(55-59),Male,7635.0,7614.0,7552.0,7600.33
Ruse,(55-59),Total,15375.0,15283.0,15237.0,15298.33
Ruse,(60-64),Female,8564.0,8292.0,8053.0,8303.0
Ruse,(60-64),Male,7794.0,7597.0,7346.0,7579.0
Ruse,(60-64),Total,16358.0,15889.0,15399.0,15882.0
Ruse,(65-69),Female,8931.0,8716.0,8405.0,8684.0
Ruse,(65-69),Male,7032.0,6964.0,6855.0,6950.33
Ruse,(65-69),Total,15963.0,15680.0,15260.0,15634.33
Ruse,(70-74),Female,8448.0,8558.0,8789.0,8598.33
Ruse,(70-74),Male,5748.0,5788.0,5962.0,5832.67
Ruse,(70-74),Total,14196.0,14346.0,14751.0,14431.0
Ruse,(75-79),Female,5884.0,6159.0,6338.0,6127.0
Ruse,(75-79),Male,3717.0,3812.0,3928.0,3819.0
Ruse,(75-79),Total,9601.0,9971.0,10266.0,9946.0
Ruse,(80-84),Female,4305.0,4202.0,4070.0,4192.33
Ruse,(80-84),Male,2427.0,2292.0,2199.0,2306.0
Ruse,(80-84),Total,6732.0,6494.0,6269.0,6498.33
Ruse,(85-89),Female,2223.0,2234.0,2418.0,2291.67
Ruse,(85-89),Male,1157.0,1191.0,1214.0,1187.33
Ruse,(85-89),Total,3380.0,3425.0,3632.0,3479.0
Ruse,(90+),Female,664.0,714.0,723.0,700.33
Ruse,(90+),Male,351.0,353.0,363.0,355.67
Ruse,(90+),Total,1015.0,1067.0,1086.0,1056.0
Silistra,(0-4),Female,2360.0,2295.0,2242.0,2299.0
Silistra,(0-4),Male,2459.0,2415.0,2377.0,2417.0
Silistra,(0-4),Total,4819.0,4710.0,4619.0,4716.0
Silistra,(10-14),Female,2432.0,2421.0,2460.0,2437.67
Silistra,(10-14),Male,2714.0,2712.0,2698.0,2708.0
Silistra,(10-14),Total,5146.0,5133.0,5158.0,5145.67
Silistra,(15-19),Female,2418.0,2445.0,2403.0,2422.0
Silistra,(15-19),Male,2589.0,2653.0,2639.0,2627.0
Silistra,(15-19),Total,5007.0,5098.0,5042.0,5049.0
Silistra,(20-24),Female,2284.0,2123.0,2041.0,2149.33
Silistra,(20-24),Male,2331.0,2129.0,2085.0,2181.67
Silistra,(20-24),Total,4615.0,4252.0,4126.0,4331.0
Silistra,(25-29),Female,2791.0,2734.0,2554.0,2693.0
Silistra,(25-29),Male,3121.0,2928.0,2713.0,2920.67
Silistra,(25-29),Total,5912.0,5662.0,5267.0,5613.67
Silistra,(30-34),Female,2983.0,2948.0,2966.0,2965.67
Silistra,(30-34),Male,3441.0,3445.0,3346.0,3410.67
Silistra,(30-34),Total,6424.0,6393.0,6312.0,6376.33
Silistra,(35-39),Female,3087.0,3068.0,2981.0,3045.33
Silistra,(35-39),Male,3435.0,3402.0,3379.0,3405.33
Silistra,(35-39),Total,6522.0,6470.0,6360.0,6450.67
Silistra,(40-44),Female,3764.0,3651.0,3480.0,3631.67
Silistra,(40-44),Male,3976.0,3849.0,3738.0,3854.33
Silistra,(40-44),Total,7740.0,7500.0,7218.0,7486.0
Silistra,(45-49),Female,4068.0,3857.0,3825.0,3916.67
Silistra,(45-49),Male,4426.0,4228.0,4106.0,4253.33
Silistra,(45-49),Total,8494.0,8085.0,7931.0,8170.0
Silistra,(5-9),Female,2519.0,2488.0,2458.0,2488.33
Silistra,(5-9),Male,2685.0,2641.0,2580.0,2635.33
Silistra,(5-9),Total,5204.0,5129.0,5038.0,5123.67
Silistra,(50-54),Female,3967.0,4075.0,4084.0,4042.0
Silistra,(50-54),Male,4148.0,4160.0,4235.0,4181.0
Silistra,(50-54),Total,8115.0,8235.0,8319.0,8223.0
Silistra,(55-59),Female,4039.0,4086.0,4184.0,4103.0
Silistra,(55-59),Male,4061.0,4215.0,4183.0,4153.0
Silistra,(55-59),Total,8100.0,8301.0,8367.0,8256.0
Silistra,(60-64),Female,4398.0,4277.0,4083.0,4252.67
Silistra,(60-64),Male,3896.0,3792.0,3775.0,3821.0
Silistra,(60-64),Total,8294.0,8069.0,7858.0,8073.67
Silistra,(65-69),Female,4822.0,4716.0,4533.0,4690.33
Silistra,(65-69),Male,3903.0,3846.0,3664.0,3804.33
Silistra,(65-69),Total,8725.0,8562.0,8197.0,8494.67
Silistra,(70-74),Female,4204.0,4275.0,4450.0,4309.67
Silistra,(70-74),Male,3158.0,3140.0,3262.0,3186.67
Silistra,(70-74),Total,7362.0,7415.0,7712.0,7496.33
Silistra,(75-79),Female,3199.0,3258.0,3386.0,3281.0
Silistra,(75-79),Male,2118.0,2186.0,2216.0,2173.33
Silistra,(75-79),Total,5317.0,5444.0,5602.0,5454.33
Silistra,(80-84),Female,1903.0,1918.0,1980.0,1933.67
Silistra,(80-84),Male,1150.0,1124.0,1093.0,1122.33
Silistra,(80-84),Total,3053.0,3042.0,3073.0,3056.0
Silistra,(85-89),Female,834.0,872.0,869.0,858.33
Silistra,(85-89),Male,475.0,488.0,528.0,497.0
Silistra,(85-89),Total,1309.0,1360.0,1397.0,1355.33
Silistra,(90+),Female,291.0,300.0,301.0,297.33
Silistra,(90+),Male,113.0,111.0,121.0,115.0
Silistra,(90+),Total,404.0,411.0,422.0,412.33
Sliven,(0-4),Female,5717.0,5623.0,5516.0,5618.67
Sliven,(0-4),Male,6032.0,6066.0,5948.0,6015.33
Sliven,(0-4),Total,11749.0,11689.0,11464.0,11634.0
Sliven,(10-14),Female,5714.0,5706.0,5521.0,5647.0
Sliven,(10-14),Male,5725.0,5757.0,5827.0,5769.67
Sliven,(10-14),Total,11439.0,11463.0,11348.0,11416.67
Sliven,(15-19),Female,5160.0,5191.0,5201.0,5184.0
Sliven,(15-19),Male,5441.0,5561.0,5455.0,5485.67
Sliven,(15-19),Total,10601.0,10752.0,10656.0,10669.67
Sliven,(20-24),Female,4321.0,4137.0,4147.0,4201.67
Sliven,(20-24),Male,4686.0,4463.0,4319.0,4489.33
Sliven,(20-24),Total,9007.0,8600.0,8466.0,8691.0
Sliven,(25-29),Female,5142.0,4977.0,4697.0,4938.67
Sliven,(25-29),Male,5614.0,5325.0,4999.0,5312.67
Sliven,(25-29),Total,10756.0,10302.0,9696.0,10251.33
Sliven,(30-34),Female,5414.0,5221.0,5093.0,5242.67
Sliven,(30-34),Male,6060.0,5919.0,5746.0,5908.33
Sliven,(30-34),Total,11474.0,11140.0,10839.0,11151.0
Sliven,(35-39),Female,5870.0,5714.0,5522.0,5702.0
Sliven,(35-39),Male,6367.0,6233.0,6072.0,6224.0
Sliven,(35-39),Total,12237.0,11947.0,11594.0,11926.0
Sliven,(40-44),Female,6682.0,6594.0,6328.0,6534.67
Sliven,(40-44),Male,6750.0,6685.0,6550.0,6661.67
Sliven,(40-44),Total,13432.0,13279.0,12878.0,13196.33
Sliven,(45-49),Female,6151.0,6131.0,6187.0,6156.33
Sliven,(45-49),Male,6251.0,6254.0,6304.0,6269.67
Sliven,(45-49),Total,12402.0,12385.0,12491.0,12426.0
Sliven,(5-9),Female,5623.0,5583.0,5570.0,5592.0
Sliven,(5-9),Male,5909.0,5775.0,5646.0,5776.67
Sliven,(5-9),Total,11532.0,11358.0,11216.0,11368.67
Sliven,(50-54),Female,5887.0,5886.0,5884.0,5885.67
Sliven,(50-54),Male,5943.0,5885.0,5862.0,5896.67
Sliven,(50-54),Total,11830.0,11771.0,11746.0,11782.33
Sliven,(55-59),Female,6392.0,6282.0,6234.0,6302.67
Sliven,(55-59),Male,6326.0,6227.0,6219.0,6257.33
Sliven,(55-59),Total,12718.0,12509.0,12453.0,12560.0
Sliven,(60-64),Female,6702.0,6547.0,6339.0,6529.33
Sliven,(60-64),Male,5942.0,5868.0,5708.0,5839.33
Sliven,(60-64),Total,12644.0,12415.0,12047.0,12368.67
Sliven,(65-69),Female,6912.0,6790.0,6715.0,6805.67
Sliven,(65-69),Male,5322.0,5234.0,5250.0,5268.67
Sliven,(65-69),Total,12234.0,12024.0,11965.0,12074.33
Sliven,(70-74),Female,5590.0,5884.0,6053.0,5842.33
Sliven,(70-74),Male,3896.0,4069.0,4246.0,4070.33
Sliven,(70-74),Total,9486.0,9953.0,10299.0,9912.67
Sliven,(75-79),Female,4310.0,4265.0,4347.0,4307.33
Sliven,(75-79),Male,2512.0,2503.0,2499.0,2504.67
Sliven,(75-79),Total,6822.0,6768.0,6846.0,6812.0
Sliven,(80-84),Female,3251.0,3246.0,3147.0,3214.67
Sliven,(80-84),Male,1812.0,1753.0,1658.0,1741.0
Sliven,(80-84),Total,5063.0,4999.0,4805.0,4955.67
Sliven,(85-89),Female,1492.0,1572.0,1654.0,1572.67
Sliven,(85-89),Male,822.0,830.0,864.0,838.67
Sliven,(85-89),Total,2314.0,2402.0,2518.0,2411.33
Sliven,(90+),Female,489.0,510.0,542.0,513.67
Sliven,(90+),Male,204.0,229.0,250.0,227.67
Sliven,(90+),Total,693.0,739.0,792.0,741.33
Smolyan,(0-4),Female,1873.0,1835.0,1766.0,1824.67
Smolyan,(0-4),Male,1818.0,1809.0,1790.0,1805.67
Smolyan,(0-4),Total,3691.0,3644.0,3556.0,3630.33
Smolyan,(10-14),Female,2086.0,2103.0,2144.0,2111.0
Smolyan,(10-14),Male,2303.0,2310.0,2348.0,2320.33
Smolyan,(10-14),Total,4389.0,4413.0,4492.0,4431.33
Smolyan,(15-19),Female,2031.0,1976.0,1916.0,1974.33
Smolyan,(15-19),Male,2172.0,2198.0,2117.0,2162.33
Smolyan,(15-19),Total,4203.0,4174.0,4033.0,4136.67
Smolyan,(20-24),Female,1600.0,1423.0,1407.0,1476.67
Smolyan,(20-24),Male,1778.0,1576.0,1562.0,1638.67
Smolyan,(20-24),Total,3378.0,2999.0,2969.0,3115.33
Smolyan,(25-29),Female,2319.0,2173.0,1942.0,2144.67
Smolyan,(25-29),Male,2837.0,2523.0,2218.0,2526.0
Smolyan,(25-29),Total,5156.0,4696.0,4160.0,4670.67
Smolyan,(30-34),Female,3054.0,2937.0,2749.0,2913.33
Smolyan,(30-34),Male,3581.0,3477.0,3236.0,3431.33
Smolyan,(30-34),Total,6635.0,6414.0,5985.0,6344.67
Smolyan,(35-39),Female,3397.0,3266.0,3187.0,3283.33
Smolyan,(35-39),Male,3916.0,3775.0,3655.0,3782.0
Smolyan,(35-39),Total,7313.0,7041.0,6842.0,7065.33
Smolyan,(40-44),Female,3654.0,3587.0,3516.0,3585.67
Smolyan,(40-44),Male,3927.0,3911.0,3907.0,3915.0
Smolyan,(40-44),Total,7581.0,7498.0,7423.0,7500.67
Smolyan,(45-49),Female,3972.0,3846.0,3712.0,3843.33
Smolyan,(45-49),Male,4124.0,3955.0,3820.0,3966.33
Smolyan,(45-49),Total,8096.0,7801.0,7532.0,7809.67
Smolyan,(5-9),Female,2091.0,2005.0,1907.0,2001.0
Smolyan,(5-9),Male,2178.0,2051.0,1903.0,2044.0
Smolyan,(5-9),Total,4269.0,4056.0,3810.0,4045.0
Smolyan,(50-54),Female,4319.0,4198.0,4106.0,4207.67
Smolyan,(50-54),Male,4298.0,4290.0,4217.0,4268.33
Smolyan,(50-54),Total,8617.0,8488.0,8323.0,8476.0
Smolyan,(55-59),Female,4921.0,4758.0,4591.0,4756.67
Smolyan,(55-59),Male,4841.0,4672.0,4549.0,4687.33
Smolyan,(55-59),Total,9762.0,9430.0,9140.0,9444.0
Smolyan,(60-64),Female,5148.0,5217.0,5189.0,5184.67
Smolyan,(60-64),Male,4405.0,4444.0,4458.0,4435.67
Smolyan,(60-64),Total,9553.0,9661.0,9647.0,9620.33
Smolyan,(65-69),Female,4796.0,4860.0,4889.0,4848.33
Smolyan,(65-69),Male,3713.0,3801.0,3804.0,3772.67
Smolyan,(65-69),Total,8509.0,8661.0,8693.0,8621.0
Smolyan,(70-74),Female,3790.0,3923.0,4113.0,3942.0
Smolyan,(70-74),Male,2498.0,2596.0,2780.0,2624.67
Smolyan,(70-74),Total,6288.0,6519.0,6893.0,6566.67
Smolyan,(75-79),Female,2884.0,2922.0,2922.0,2909.33
Smolyan,(75-79),Male,1856.0,1792.0,1738.0,1795.33
Smolyan,(75-79),Total,4740.0,4714.0,4660.0,4704.67
Smolyan,(80-84),Female,1997.0,2004.0,1999.0,2000.0
Smolyan,(80-84),Male,1118.0,1153.0,1158.0,1143.0
Smolyan,(80-84),Total,3115.0,3157.0,3157.0,3143.0
Smolyan,(85-89),Female,1024.0,1062.0,1166.0,1084.0
Smolyan,(85-89),Male,462.0,489.0,532.0,494.33
Smolyan,(85-89),Total,1486.0,1551.0,1698.0,1578.33
Smolyan,(90+),Female,366.0,367.0,381.0,371.33
Smolyan,(90+),Male,135.0,137.0,138.0,136.67
Smolyan,(90+),Total,501.0,504.0,519.0,508.0
Sofia,(0-4),Female,4875.0,4903.0,4908.0,4895.33
Sofia,(0-4),Male,5076.0,5178.0,5199.0,5151.0
Sofia,(0-4),Total,9951.0,10081.0,10107.0,10046.33
Sofia,(10-14),Female,5136.0,5250.0,5286.0,5224.0
Sofia,(10-14),Male,5616.0,5567.0,5693.0,5625.33
Sofia,(10-14),Total,10752.0,10817.0,10979.0,10849.33
Sofia,(15-19),Female,5028.0,4954.0,4835.0,4939.0
Sofia,(15-19),Male,5465.0,5455.0,5345.0,5421.67
Sofia,(15-19),Total,10493.0,10409.0,10180.0,10360.67
Sofia,(20-24),Female,4692.0,4465.0,4418.0,4525.0
Sofia,(20-24),Male,4959.0,4735.0,4660.0,4784.67
Sofia,(20-24),Total,9651.0,9200.0,9078.0,9309.67
Sofia,(25-29),Female,5477.0,5436.0,5232.0,5381.67
Sofia,(25-29),Male,6368.0,6025.0,5755.0,6049.33
Sofia,(25-29),Total,11845.0,11461.0,10987.0,11431.0
Sofia,(30-34),Female,6553.0,6346.0,6215.0,6371.33
Sofia,(30-34),Male,7590.0,7359.0,7115.0,7354.67
Sofia,(30-34),Total,14143.0,13705.0,13330.0,13726.0
Sofia,(35-39),Female,7184.0,7020.0,6839.0,7014.33
Sofia,(35-39),Male,8204.0,8044.0,7784.0,8010.67
Sofia,(35-39),Total,15388.0,15064.0,14623.0,15025.0
Sofia,(40-44),Female,8358.0,8099.0,7794.0,8083.67
Sofia,(40-44),Male,9111.0,8940.0,8856.0,8969.0
Sofia,(40-44),Total,17469.0,17039.0,16650.0,17052.67
Sofia,(45-49),Female,8617.0,8507.0,8509.0,8544.33
Sofia,(45-49),Male,9179.0,9096.0,9037.0,9104.0
Sofia,(45-49),Total,17796.0,17603.0,17546.0,17648.33
Sofia,(5-9),Female,5306.0,5186.0,5132.0,5208.0
Sofia,(5-9),Male,5517.0,5411.0,5248.0,5392.0
Sofia,(5-9),Total,10823.0,10597.0,10380.0,10600.0
Sofia,(50-54),Female,7893.0,8012.0,8068.0,7991.0
Sofia,(50-54),Male,8481.0,8557.0,8732.0,8590.0
Sofia,(50-54),Total,16374.0,16569.0,16800.0,16581.0
Sofia,(55-59),Female,8228.0,8045.0,8219.0,8164.0
Sofia,(55-59),Male,8404.0,8317.0,8354.0,8358.33
Sofia,(55-59),Total,16632.0,16362.0,16573.0,16522.33
Sofia,(60-64),Female,8600.0,8497.0,8243.0,8446.67
Sofia,(60-64),Male,7935.0,7840.0,7714.0,7829.67
Sofia,(60-64),Total,16535.0,16337.0,15957.0,16276.33
Sofia,(65-69),Female,9271.0,9053.0,8688.0,9004.0
